transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned
tT1747,2023-04-06,49333,2,C016416,1,0,1
tT1748,2020-04-29,25305,5,C005103,3,10,0
tT1749,2020-10-26,36934,5,C018150,3,0,0
tT175,2021-10-16,29787,1,C014109,4,0,0
tT1751,2022-08-02,40836,2,C009031,2,0,1
tT1752,2024-12-03,17514,4,C024359,3,0,0
tT1753,2023-11-20,42328,5,C022273,1,20,0
tT1754,2020-10-04,11364,2,C000471,3,0,0
tT1755,2022-01-01,17667,2,C012724,2,0,0
tT1756,2020-11-30,41624,5,C012802,4,0,0
tT1757,2020-04-18,36423,3,C015458,2,0,0
tT1758,2021-07-12,40142,2,C003558,3,20,1
tT1759,2022-01-09,44243,5,C014758,4,0,0
tT176,2022-05-09,21175,5,C007885,2,10,0
tT1761,2023-07-27,21089,4,C015761,3,0,0
tT1762,2021-12-30,30836,3,C002821,2,NULL,0
tT1763,2020-04-09,17603,5,C023671,1,0,0
tT1764,2021-08-16,25981,4,C009534,4,0,0
tT1765,2021-08-20,2300,1,C021314,3,0,0
tT1766,2022-12-20,20131,5,C006229,1,0,0
tT1767,2023-08-01,25324,2,C017457,4,10,0
tT1768,2020-06-06,41075,1,C002002,2,0,0
tT1769,2022-11-18,22730,3,C003497,3,0,0
tT177,2021-01-31,38857,4,C020676,2,0,0
tT1771,2024-04-18,38170,2,C024230,1,0,1
tT1772,2023-07-10,37044,5,C016657,3,0,0
tT1773,2021-01-10,29586,5,C003761,2,30,0
tT1774,2024-04-15,20071,3,C009180,2,10,0
tT1775,2020-07-12,24919,2,C013821,2,0,0
tT1776,2023-05-11,6332,4,C024340,2,0,0
tT1777,2024-03-21,16743,4,C018520,1,0,0
tT1778,2020-12-08,18993,5,C018628,2,0,1
tT1779,2023-01-18,391,999,C010291,3,0,0
tT178,2021-10-22,31112,3,C004604,2,20,0
tT1781,2024-11-21,16824,4,C000565,4,NULL,0
tT1782,2021-10-09,30688,2,C013844,4,0,0
tT1783,2024-08-20,10124,2,C014201,1,0,0
tT1784,2024-09-26,17344,1,C024381,4,0,0
tT1785,2023-11-03,40221,3,C016015,4,0,0
tT1786,2024-06-26,29718,4,C011158,3,10,0
tT1787,2021-09-08,39070,1,C012784,4,0,1
tT1788,2021-07-09,813,4,C004670,2,10,1
tT1789,2023-11-04,6978,2,C010536,4,0,0
tT179,2023-11-30,39555,2,C008563,4,0,0
tT1791,2023-11-10,36751,1,C003680,3,0,0
tT1792,2022-01-12,26182,5,C012369,3,NULL,1
tT1793,2020-07-15,31112,2,C006155,1,0,0
tT1794,2022-12-30,13587,3,C001166,4,NULL,0
tT1795,2023-04-02,20808,4,C020113,4,20,0
tT1796,2021-12-21,5591,5,C012846,1,NULL,0
tT1797,2024-08-13,999999,1,C009672,2,0,0
tT1798,2020-10-21,20844,3,C022838,3,30,1
tT1799,2020-01-27,21295,3,C016699,2,10,0
tT18,2020-10-07,7022,5,C022398,2,10,0
tT181,2022-11-27,29269,4,C003190,2,NULL,0
tT182,2021-07-30,14673,5,C008215,3,NULL,0
tT183,2022-02-02,15291,5,C006033,2,0,0
tT184,2024-05-13,1554,4,C010845,1,0,0
tT185,2022-09-20,24155,3,C009572,2,20,0
tT186,2022-04-23,39625,3,C002293,3,0,0
tT187,2021-11-27,37874,1,C017822,4,10,0
tT188,2020-11-29,14191,2,C012210,1,0,0
tT189,2020-07-28,11698,5,C011121,3,20,0
tT181,2021-03-22,15952,1,C001248,3,20,0
tT1811,2020-11-12,3322,2,C010031,4,0,0
tT1812,2022-10-27,12314,1,C024363,4,20,0
tT1813,2021-03-28,1172,2,C005308,3,0,0
tT1814,2024-08-30,21562,1,C014607,4,0,0
tT1815,2021-01-20,42035,2,C004511,1,0,0
tT1816,2024-06-16,17223,2,C014360,1,20,0
tT1817,2023-02-18,9837,2,C006598,2,NULL,0
tT1818,2023-06-10,47256,3,C005523,1,10,0
tT1819,2023-11-13,23165,2,C011639,2,0,0
tT182,2024-08-29,7961,5,C006215,2,20,0
tT1821,2022-12-12,47690,3,C013565,1,30,0
tT1822,2024-09-28,6978,5,C019718,1,10,0
tT1823,2022-12-25,868,4,C004899,3,0,0
tT1824,2023-12-30,9415,1,C003718,2,NULL,0
tT1825,2023-02-02,6975,4,C008469,3,0,0
tT1826,2023-12-09,44623,3,C000079,2,0,0
tT1827,2024-03-28,30614,5,C015232,1,0,0
tT1828,2024-07-01,11496,3,C018129,3,0,0
tT1829,2020-08-21,16412,1,C018535,2,10,0
tT183,2022-05-04,6729,2,C009737,1,0,0
tT1831,2022-08-01,29489,5,NULL,2,0,0
tT1832,2020-06-05,49213,2,C001432,2,0,0
tT1833,2020-08-26,12336,4,C018853,4,10,0
tT1834,2024-08-03,28893,5,C017118,2,20,1
tT1835,2020-09-25,11250,5,C023746,3,NULL,0
tT1836,2020-02-05,5494,4,C009246,4,0,0
tT1837,2022-09-09,17856,5,C023569,4,0,0
tT1838,2021-12-14,36724,5,C002207,3,10,0
tT1839,2021-09-30,15339,1,C014622,4,20,0
tT184,2023-11-16,12505,5,C012878,4,20,0
tT1841,2022-01-12,240,4,C024474,3,0,0
tT1842,2020-10-11,21258,4,C001594,3,20,0
tT1843,2024-07-31,4824,2,NULL,4,10,0
tT1844,2022-06-24,30830,3,C012978,3,0,0
tT1845,2024-12-27,36078,2,C003711,4,10,0
tT1846,2023-05-08,6213,5,C015260,2,NULL,0
tT1847,2022-12-07,41783,1,C015126,3,0,0
tT1848,2024-04-12,5599,4,C001679,3,0,0
tT1849,2021-12-01,2758,2,C000370,2,0,0
tT185,2020-12-18,6858,1,C011852,3,0,0
tT1851,2023-12-24,29801,4,C011442,2,0,0
tT1852,2021-09-15,30640,4,C018591,1,0,0
tT1853,2020-02-28,13314,4,C019199,2,30,0
tT1854,2024-03-04,19242,5,C007049,3,10,0
tT1855,2024-07-26,49296,1,C014417,4,30,0
tT1856,2020-08-30,13516,5,NULL,2,NULL,0
tT1857,2021-03-31,11491,5,C018687,2,20,0
tT1858,2020-09-20,25144,1,C006915,3,0,0
tT1859,2024-10-20,38408,5,C006018,3,20,0
tT186,2023-11-22,13323,1,C018421,1,0,0
tT1861,2020-10-18,8599,1,C009888,3,0,0
tT1862,2023-11-10,4874,2,C014132,3,10,0
tT1863,2021-04-09,15437,1,C007594,3,10,0
tT1864,2021-09-21,36099,1,C006781,2,10,1
tT1865,2020-09-13,23099,2,C024955,4,0,0
tT1866,2021-03-05,25785,4,C003957,3,30,0
tT1867,2020-09-23,33045,4,C012315,2,10,0
tT1868,2020-06-09,8631,2,C011875,2,NULL,0
tT1869,2022-05-20,35102,1,C001817,2,10,1
tT187,2023-11-15,7416,1,C006242,1,0,0
tT1871,2024-04-11,15657,4,C011861,3,20,0
tT1872,2024-05-24,35509,1,C003464,2,0,0
tT1873,2020-08-16,22380,5,C023919,4,0,0
tT1874,2020-06-08,16750,5,C012708,1,20,0
tT1875,2020-02-08,42129,2,C006160,2,0,0
tT1876,2024-05-05,29296,3,C014353,3,0,0
tT1877,2022-09-18,30262,4,C011364,4,0,0
tT1878,2024-03-31,4671,1,C021746,3,20,0
tT1879,2022-06-02,49855,1,C001708,1,0,0
tT188,2020-03-28,24301,1,C016126,4,0,0
tT1881,2021-02-06,24677,2,C000694,2,20,0
tT1882,2020-08-08,25693,3,C021768,4,10,0
tT1883,2020-03-08,1941,1,C007317,3,0,0
tT1884,2024-06-12,1907,3,C012162,2,20,0
tT1885,2023-09-13,42820,2,C008602,2,10,0
tT1886,2022-11-17,18174,5,C012780,1,10,0
tT1887,2023-04-29,32313,1,C014969,4,0,0
tT1888,2020-05-01,44522,1,C023165,2,0,0
tT1889,2022-08-18,17300,5,C005609,3,10,0
tT189,2020-08-31,17918,2,C022066,1,0,0
tT1891,2021-06-02,38542,3,C020768,4,20,1
tT1892,2020-03-29,14666,2,NULL,1,20,0
tT1893,2020-05-15,24766,2,C013636,4,10,0
tT1894,2021-09-09,9651,2,C002266,3,0,0
tT1895,2023-09-29,22291,4,C002187,4,10,0
tT1896,2020-01-22,7181,2,C015879,2,0,1
tT1897,2024-03-25,999999,3,C000506,4,0,0
tT1898,2020-07-16,34226,2,C012259,2,0,0
tT1899,2024-05-21,34278,3,C011392,1,20,0
tT19,2020-09-10,28019,5,C000275,1,0,0
tT191,2023-05-17,27381,5,C015349,3,0,0
tT192,2021-02-24,34927,5,C022546,1,NULL,0
tT193,2023-04-18,34501,3,C022934,3,0,0
tT194,2021-02-13,12959,1,C006855,1,0,0
tT195,2021-01-13,41468,3,C024995,4,0,0
tT196,2023-10-05,9140,1,C021064,2,10,1
tT197,2021-12-20,23020,1,C017361,4,0,0
tT198,2020-02-29,40727,4,NULL,4,30,0
tT199,2020-07-04,17260,3,C000867,2,0,0
tT191,2020-10-25,11211,5,C011422,2,0,0
tT1911,2024-09-28,1529,3,C011522,1,0,0
tT1912,2024-03-08,27876,4,C015197,4,0,1
tT1913,2021-07-22,22511,3,C001635,4,20,1
tT1914,2023-04-02,29352,1,C007907,1,0,0
tT1915,2021-12-13,27110,4,C008949,1,0,0
tT1916,2021-12-22,7518,3,C022365,4,0,1
tT1917,2020-11-24,13112,2,C015614,4,0,0
tT1918,2024-10-17,21914,5,C018105,2,30,0
tT1919,2022-10-22,27783,4,C013577,1,30,0
tT192,2024-05-18,42646,3,C010469,3,0,0
tT1921,2024-02-01,34984,5,C017300,3,0,0
tT1922,2023-06-09,17959,4,C017974,4,NULL,0
tT1923,2021-05-10,2848,2,C002926,2,0,0
tT1924,2022-10-31,14331,3,C004224,3,0,0
tT1925,2023-03-13,35986,5,C007350,4,0,0
tT1926,2020-05-19,36147,2,C020168,1,10,0
tT1927,2020-07-21,10315,4,C024583,1,0,0
tT1928,2024-08-05,1980,2,C000894,3,0,0
tT1929,2023-03-30,22431,1,C014858,3,10,0
tT193,2024-04-12,30880,2,C003239,3,20,0
tT1931,2020-01-29,20573,4,C022005,4,0,0
tT1932,2022-12-19,38157,3,C001296,3,20,0
tT1933,2021-03-20,32690,4,C000377,2,0,0
tT1934,2024-01-05,48539,2,C018738,2,10,0
tT1935,2021-01-27,26644,5,C004922,4,10,0
tT1936,2021-07-31,22043,4,C019580,1,NULL,0
tT1937,2020-12-17,13366,3,C012404,1,20,0
tT1938,2024-03-24,1798,2,C018433,2,0,0
tT1939,2023-01-05,31240,5,C003863,3,0,1
tT194,2020-01-09,12129,1,C003447,1,10,0
tT1941,2024-01-25,47267,5,C002468,3,NULL,0
tT1942,2020-07-21,3558,1,C022601,1,0,0
tT1943,2021-03-14,5957,1,NULL,1,0,0
tT1944,2022-10-29,46002,3,C010572,4,0,0
tT1945,2024-10-09,15633,4,C010522,1,10,1
tT1946,2023-12-20,33064,5,NULL,2,10,1
tT1947,2022-08-30,47531,3,NULL,4,0,0
tT1948,2022-01-20,2292,3,C020017,4,0,1
tT1949,2023-11-30,45754,1,C007917,1,30,0
tT195,2023-04-22,740,4,C021257,2,0,0
tT1951,2021-01-14,24482,1,C010019,4,NULL,0
tT1952,2022-06-19,13843,2,C009001,2,10,0
tT1953,2023-10-11,5701,1,C021724,4,0,1
tT1954,2020-08-07,16792,3,C005663,3,10,0
tT1955,2021-01-05,6943,5,C009142,2,0,1
tT1956,2024-09-05,20949,3,C012233,3,0,0
tT1957,2021-12-27,16761,3,C009546,1,30,0
tT1958,2022-02-16,27353,5,C013804,1,0,0
tT1959,2022-05-18,8625,1,C007959,3,0,0
tT196,2021-03-14,38841,4,C001252,4,0,0
tT1961,2022-11-19,19247,3,C018048,3,10,0
tT1962,2021-04-11,9588,2,C021348,1,0,0
tT1963,2022-04-14,32301,5,C018322,1,10,0
tT1964,2020-08-19,30350,4,C010582,1,10,0
tT1965,2024-04-08,33909,1,C021034,2,0,1
tT1966,2021-10-05,28082,4,C022861,2,10,0
tT1967,2020-09-10,37030,4,C016249,4,10,0
tT1968,2022-08-12,42600,1,C000714,3,0,0
tT1969,2020-08-13,9408,1,C022702,2,0,0
tT197,2022-11-30,39086,2,C003755,3,0,0
tT1971,2020-10-05,12727,5,C015179,1,0,0
tT1972,2022-10-12,9716,2,C010042,1,0,0
tT1973,2024-04-10,44957,4,C020579,1,10,0
tT1974,2022-01-09,16037,2,C011309,1,0,0
tT1975,2023-12-14,44904,3,C011706,1,0,0
tT1976,2021-08-13,41739,2,C015904,1,20,1
tT1977,2023-02-15,8829,4,C000687,2,0,0
tT1978,2024-01-18,14166,5,C024439,4,10,0
tT1979,2020-03-24,9680,1,C009421,4,0,0
tT198,2020-06-17,3076,3,C014310,4,10,0
tT1981,2021-11-02,47413,3,C003206,4,20,0
tT1982,2022-10-08,7228,1,C023091,3,0,0
tT1983,2020-08-24,36322,3,C010694,2,0,0
tT1984,2022-02-27,25232,5,C005056,1,0,0
tT1985,2021-08-03,16654,3,C019578,1,0,1
tT1986,2022-07-24,41107,3,C006524,4,0,0
tT1987,2023-05-14,15368,1,C016445,1,NULL,0
tT1988,2024-02-16,42868,1,NULL,3,0,0
tT1989,2021-09-30,41562,5,C007131,3,0,0
tT199,2023-11-08,6874,1,C001147,2,0,0
tT1991,2024-09-18,24344,5,C006439,3,0,0
tT1992,2022-06-28,41193,5,NULL,1,0,0
tT1993,2021-04-07,18620,3,C013874,3,10,0
tT1994,2023-02-08,30116,1,C001240,4,0,0
tT1995,2022-04-14,16649,4,C015344,4,0,0
tT1996,2021-08-18,17018,5,C017351,4,10,1
tT1997,2024-10-17,15603,5,C015566,2,10,0
tT1998,2022-05-26,13412,5,C009803,2,0,0
tT1999,2021-01-21,2249,5,C011193,2,20,0
tT11,2024-10-20,2095,3,C019630,2,0,0
tT111,2020-05-22,47555,5,C020257,1,0,0
tT112,2024-09-18,5736,5,C013544,4,0,0
tT113,2024-07-01,42171,3,C021129,4,0,0
tT114,2022-09-01,47741,1,C022525,3,0,0
tT115,2023-10-22,53,1,C018980,1,NULL,0
tT116,2022-01-22,48802,5,C024030,4,0,0
tT117,2021-01-02,31268,5,C024079,1,0,0
tT118,2020-01-27,7142,5,C011729,3,0,0
tT119,2023-10-12,28367,2,C011576,4,0,0
tT111,2022-10-03,12657,1,C024250,3,0,0
tT1111,2023-10-08,44559,4,C021332,3,0,1
tT1112,2020-08-03,45488,2,C002734,4,0,0
tT1113,2022-03-22,29269,1,C002621,1,0,0
tT1114,2022-06-16,19821,3,C013532,2,0,0
tT1115,2022-12-06,36424,5,C010946,1,20,0
tT1116,2023-09-10,32499,4,C006601,2,30,0
tT1117,2023-10-17,33575,1,C004582,3,0,1
tT1118,2020-06-23,15682,5,C023898,4,10,0
tT1119,2020-09-01,19851,1,C023338,1,20,0
tT112,2020-10-20,2231,3,C012886,1,10,0
tT1121,2022-03-19,47949,3,C010151,2,0,0
tT1122,2022-03-31,24401,2,C017709,1,10,0
tT1123,2023-11-24,28461,5,C002991,4,0,0
tT1124,2023-04-24,49151,3,C023247,2,0,0
tT1125,2020-07-27,16620,4,C000234,1,20,0
tT1126,2024-02-27,1952,2,C023038,3,20,1
tT1127,2020-12-11,10939,1,C011356,4,10,1
tT1128,2020-05-12,4841,4,C018441,2,10,0
tT1129,2022-01-14,25400,5,C021054,4,10,0
tT113,2021-02-11,34809,2,C000945,3,0,0
tT1131,2021-11-24,48130,1,C019810,2,20,0
tT1132,2021-02-14,30096,3,C018954,4,NULL,0
tT1133,2023-05-03,6094,4,C005682,2,0,0
tT1134,2024-09-24,17734,4,C008745,3,0,0
tT1135,2022-04-07,39149,5,C023673,4,10,0
tT1136,2020-09-08,41043,4,C009917,1,0,0
tT1137,2021-04-21,21084,5,C017405,4,10,0
tT1138,2024-09-12,18923,3,C020384,2,10,0
tT1139,2022-05-19,42445,2,C016715,1,0,0
tT114,2024-01-25,45666,3,C001582,1,0,0
tT1141,2022-10-19,5803,2,C001397,1,0,0
tT1142,2021-07-24,899,5,C010835,4,0,0
tT1143,2024-04-15,27747,4,C010681,1,0,0
tT1144,2024-01-01,29552,1,C000354,1,0,0
tT1145,2024-04-17,33514,3,C004599,3,0,0
tT1146,2023-04-06,16815,2,C007260,1,20,0
tT1147,2023-04-30,12785,2,NULL,3,0,1
tT1148,2021-07-13,42854,2,C000705,2,0,0
tT1149,2024-03-28,2087,3,NULL,3,0,0
tT115,2024-06-04,5597,3,C001831,2,10,0
tT1151,2024-06-28,45932,2,C019354,4,10,0
tT1152,2023-08-11,43479,5,C022061,4,10,0
tT1153,2022-03-30,18610,1,C011628,1,0,0
tT1154,2021-12-30,47578,1,C010948,3,0,0
tT1155,2022-09-01,30951,5,C006247,1,0,0
tT1156,2023-09-27,47950,2,C005260,1,30,0
tT1157,2023-05-20,8195,2,C016086,4,30,0
tT1158,2022-04-08,33261,5,C007591,1,10,1
tT1159,2022-09-19,7298,5,C001805,4,20,0
tT116,2022-11-13,13053,3,C013416,1,10,0
tT1161,2021-07-25,26698,5,C012266,2,0,0
tT1162,2020-10-28,16242,4,C003861,4,0,0
tT1163,2024-04-21,43067,5,C006953,3,20,0
tT1164,2022-07-20,8271,3,C014833,3,10,0
tT1165,2020-08-09,43873,1,C009969,2,0,0
tT1166,2020-09-07,43910,3,C008373,2,0,0
tT1167,2021-05-28,44983,1,C014457,3,NULL,0
tT1168,2022-09-29,44658,5,C006097,3,0,0
tT1169,2022-10-15,8010,3,C007547,1,20,0
tT117,2021-04-17,39689,2,C018636,1,0,0
tT1171,2023-07-10,27063,5,C000488,3,20,0
tT1172,2020-10-02,5746,1,C000658,4,30,0
tT1173,2020-03-01,46888,2,C008389,2,10,0
tT1174,2020-07-22,25751,5,C023433,4,0,1
tT1175,2024-02-20,23317,1,C007696,1,NULL,0
tT1176,2020-04-18,6121,2,C010931,2,0,0
tT1177,2024-08-27,10116,4,C012033,4,0,0
tT1178,2020-05-19,30911,2,NULL,2,NULL,0
tT1179,2022-10-17,5935,4,C010763,4,0,0
tT118,2023-10-20,18437,1,C014938,1,0,0
tT1181,2020-02-24,25618,3,C015206,2,30,0
tT1182,2021-01-01,26211,2,C002369,3,20,0
tT1183,2022-02-22,44304,1,C024238,1,10,0
tT1184,2023-05-23,3643,2,C018695,3,0,0
tT1185,2023-10-23,34915,1,C000280,4,20,0
tT1186,2021-10-31,11362,2,C024930,4,0,0
tT1187,2020-11-08,44293,4,C019574,2,20,1
tT1188,2021-09-12,47836,2,C020799,4,NULL,0
tT1189,2023-06-27,28830,4,C019998,4,30,0
tT119,2023-06-30,44902,1,NULL,1,0,1
tT1191,2020-07-16,305,3,C007846,4,0,0
tT1192,2024-04-05,41377,5,NULL,4,10,0
tT1193,2020-06-05,42666,4,C018387,3,0,0
tT1194,2023-09-15,3752,4,C009760,1,30,0
tT1195,2024-03-19,26564,5,C019655,3,20,0
tT1196,2022-11-30,10551,3,C005879,4,20,1
tT1197,2024-04-20,49001,2,C015214,2,30,0
tT1198,2022-10-05,46841,4,C010861,4,20,0
tT1199,2024-06-11,31394,1,C005348,2,0,0
tT111,2022-08-12,27716,1,C006702,1,0,0
tT1111,2021-02-17,25195,2,C023430,1,20,0
tT1112,2021-08-24,41079,3,C022737,3,30,0
tT1113,2023-09-17,5980,1,C014538,1,10,1
tT1114,2022-10-16,19717,5,C009373,2,0,0
tT1115,2022-10-01,15880,4,C009967,3,0,0
tT1116,2022-10-30,27187,2,C005046,2,0,0
tT1117,2021-06-19,42371,2,C007894,4,0,0
tT1118,2023-01-15,2019,2,NULL,2,0,0
tT1119,2021-12-04,19860,2,C017798,3,0,0
tT1111,2024-07-15,29143,4,C013374,4,0,0
tT11111,2024-10-26,37079,4,C024717,1,0,0
tT11112,2023-01-12,13045,3,C011934,1,NULL,0
tT11113,2023-01-24,40627,5,C024375,1,NULL,0
tT11114,2020-02-06,30577,4,C023418,4,0,0
tT11115,2024-04-13,9340,4,C001096,3,10,1
tT11116,2020-03-05,40485,4,C017053,4,20,0
tT11117,2022-05-31,24226,4,C009732,4,0,0
tT11118,2024-12-07,12347,5,C011975,4,NULL,0
tT11119,2020-08-31,47383,2,C007351,4,10,0
tT1112,2022-02-24,21314,1,C014786,2,0,0
tT11121,2022-07-10,28314,1,C004947,1,0,0
tT11122,2021-10-06,45218,3,C024686,4,10,0
tT11123,2024-10-12,42567,5,C011244,2,0,0
tT11124,2022-02-09,41690,2,C024637,3,10,0
tT11125,2022-06-25,34549,3,C020743,3,0,0
tT11126,2022-07-30,15778,2,C017781,1,10,0
tT11127,2020-03-14,5804,5,C023293,1,10,0
tT11128,2020-03-08,35506,5,NULL,4,20,0
tT11129,2020-12-28,16586,1,C018334,3,10,0
tT1113,2023-02-14,8499,4,C017877,3,20,0
tT11131,2023-09-12,35992,1,C001149,2,0,1
tT11132,2024-10-28,43348,2,C001374,2,0,0
tT11133,2024-05-15,47765,4,NULL,2,20,0
tT11134,2021-09-12,49434,1,C016747,3,0,0
tT11135,2024-12-16,3947,4,C011747,1,0,1
tT11136,2023-12-17,33801,1,C022070,2,10,1
tT11137,2020-12-02,20094,1,C014173,4,0,0
tT11138,2022-10-03,890,4,C004504,1,0,1
tT11139,2022-06-01,11324,2,C001862,4,10,0
tT1114,2020-10-02,19263,4,C018545,3,0,0
tT11141,2021-10-01,18134,3,C017265,3,20,0
tT11142,2024-01-05,18886,5,C014755,4,0,1
tT11143,2022-03-07,24240,3,C004039,2,0,0
tT11144,2022-09-25,35932,5,C012855,1,0,1
tT11145,2024-04-13,29658,4,C023032,1,0,0
tT11146,2020-08-12,26182,1,C005317,3,0,0
tT11147,2023-03-11,33859,3,C011720,3,0,0
tT11148,2023-10-14,17125,1,C006860,2,0,0
tT11149,2022-10-01,44437,5,C003007,3,0,0
tT1115,2023-09-13,42530,4,C024209,3,20,0
tT11151,2023-02-08,34694,2,C006072,1,0,0
tT11152,2023-11-04,34249,5,C020417,1,0,0
tT11153,2023-01-09,9980,4,C004222,2,NULL,0
tT11154,2023-03-17,37164,4,C005043,4,0,0
tT11155,2022-08-20,43239,4,C018564,1,30,0
tT11156,2022-09-01,7751,5,C020801,2,0,1
tT11157,2023-02-25,31428,5,C003849,1,30,0
tT11158,2024-10-15,42288,4,C023315,2,10,0
tT11159,2020-11-16,14634,3,C016859,4,20,0
tT1116,2022-11-03,29959,2,C015049,3,0,0
tT11161,2020-04-24,45512,5,C024936,1,10,0
tT11162,2022-03-12,1160,2,C019245,4,30,1
tT11163,2021-06-23,7584,2,C021738,2,0,0
tT11164,2022-10-10,45662,2,C023236,1,0,1
tT11165,2023-04-25,28322,4,C010707,3,0,0
tT11166,2022-02-12,29740,5,C021350,2,0,0
tT11167,2023-06-17,17768,4,C018426,3,0,0
tT11168,2023-10-17,5971,1,C011060,3,10,0
tT11169,2021-12-23,23139,3,C024274,1,0,0
tT1117,2024-04-18,16595,3,C006765,4,0,0
tT11171,2021-08-05,44333,1,C000325,4,0,0
tT11172,2021-10-18,28198,2,C021723,1,0,0
tT11173,2020-05-05,43323,1,C013909,4,0,0
tT11174,2020-02-27,44008,5,C010579,3,0,0
tT11175,2023-04-24,5649,1,C014287,3,10,0
tT11176,2020-04-02,33073,5,C006626,2,0,0
tT11177,2020-09-19,48832,1,C004505,4,0,1
tT11178,2024-09-10,8586,5,C003717,4,0,0
tT11179,2022-01-20,32997,4,C018739,3,0,0
tT1118,2021-12-15,14437,4,C004907,1,10,0
tT11181,2024-07-15,17354,2,C000746,3,NULL,0
tT11182,2024-02-28,19932,1,C020261,2,0,0
tT11183,2023-04-10,19272,2,C015517,3,0,0
tT11184,2020-02-25,38172,1,C005131,4,0,0
tT11185,2024-04-16,32159,3,C014928,4,0,0
tT11186,2024-12-30,40960,3,C000276,4,0,0
tT11187,2023-07-04,21726,3,C023257,3,0,1
tT11188,2021-11-29,1088,3,C005866,4,0,0
tT11189,2022-02-18,7529,5,C006033,1,0,0
tT1119,2020-07-18,12573,1,C004943,4,0,0
tT11191,2022-05-26,18280,3,C010495,4,0,0
tT11192,2021-12-07,22359,1,C019283,2,10,0
tT11193,2022-01-01,38226,1,C016257,1,NULL,0
tT11194,2022-04-23,19228,4,C001262,4,0,0
tT11195,2021-12-20,25891,2,C006225,3,10,0
tT11196,2020-04-25,12695,4,C010280,3,0,0
tT11197,2023-09-16,33982,3,C005460,3,NULL,0
tT11198,2021-05-15,8986,1,C021396,2,10,0
tT11199,2021-05-22,816,999,NULL,1,10,0
tT112,2021-04-25,19492,4,C017458,2,20,0
tT1121,2023-08-20,41530,3,C020707,3,10,0
tT1122,2021-10-01,33219,4,C016453,4,0,0
tT1123,2023-04-28,2043,1,C018659,3,0,0
tT1124,2020-06-22,15282,4,C002940,4,10,0
tT1125,2023-11-10,26743,1,C024627,4,20,0
tT1126,2020-05-14,25672,2,C019233,2,0,1
tT1127,2024-11-14,18168,2,C016450,1,0,0
tT1128,2021-09-16,33439,3,C023948,1,10,0
tT1129,2020-08-22,23687,2,C010219,2,20,0
tT1121,2021-11-22,23902,3,C007773,3,0,0
tT11211,2020-12-13,33776,5,C016055,1,10,0
tT11212,2020-02-10,3322,4,C018709,1,0,0
tT11213,2023-01-07,24533,1,C013529,4,0,0
tT11214,2021-10-29,42316,3,C017538,2,NULL,0
tT11215,2020-03-17,20684,5,C018126,1,0,1
tT11216,2022-08-01,49834,3,C014260,1,0,0
tT11217,2023-09-09,2702,5,C004157,3,10,0
tT11218,2024-11-03,41249,5,C022327,3,20,0
tT11219,2022-05-15,45725,2,C018180,4,0,0
tT1122,2023-03-09,34016,3,C012161,4,10,0
tT11221,2022-11-20,20140,2,NULL,3,0,0
tT11222,2022-05-12,18129,3,C003022,1,10,0
tT11223,2021-06-30,23756,2,C003300,3,0,0
tT11224,2020-02-11,39983,999,C004948,2,10,0
tT11225,2023-11-26,2554,1,C007801,1,0,0
tT11226,2022-08-19,46216,2,C016491,2,20,0
tT11227,2023-04-19,33391,1,C004818,4,0,0
tT11228,2020-02-15,7233,4,C020192,3,0,0
tT11229,2021-10-10,18237,1,C002284,3,0,0
tT1123,2022-02-12,25353,2,C007242,3,20,0
tT11231,2023-03-14,40966,4,C019093,3,0,0
tT11232,2022-03-10,5277,5,C007107,4,0,0
tT11233,2021-10-22,2271,2,C003633,2,0,1
tT11234,2023-03-18,24142,5,C023993,4,0,0
tT11235,2020-07-19,19176,1,C002268,3,20,0
tT11236,2024-07-13,11856,4,C002498,4,10,0
tT11237,2022-09-27,46597,2,C005705,4,0,0
tT11238,2020-07-23,14602,5,NULL,1,0,0
tT11239,2023-11-15,30641,4,C014674,2,0,0
tT1124,2023-10-14,3184,4,C023770,1,0,1
tT11241,2021-02-25,32992,4,C021961,2,0,0
tT11242,2021-11-19,32635,1,C010130,4,0,0
tT11243,2022-10-14,39585,5,C014980,1,0,0
tT11244,2022-10-26,42955,5,C019781,3,20,0
tT11245,2024-07-19,25156,2,C024408,4,0,0
tT11246,2024-04-15,17889,5,C007390,3,0,0
tT11247,2023-09-28,3219,1,C011735,1,10,0
tT11248,2021-11-26,22749,3,C019920,3,0,0
tT11249,2020-12-07,41860,5,C015225,3,0,0
tT1125,2023-06-13,35876,5,C013715,2,10,0
tT11251,2021-09-05,40295,2,C020415,2,0,0
tT11252,2022-01-14,45891,2,C021689,1,20,0
tT11253,2022-06-11,13080,2,C002412,4,0,0
tT11254,2021-02-17,11089,3,C016945,1,20,0
tT11255,2022-10-14,25392,2,C019812,4,0,1
tT11256,2023-07-25,39408,5,C019045,1,0,0
tT11257,2024-10-01,6508,3,C006949,3,0,0
tT11258,2024-05-31,48744,1,C018191,1,0,0
tT11259,2020-06-03,10075,4,C001813,4,NULL,0
tT1126,2024-09-17,17630,1,C005877,3,0,0
tT11261,2024-10-07,37938,1,C013186,2,10,0
tT11262,2023-01-02,9133,5,C003729,4,0,0
tT11263,2021-03-14,6858,2,C007345,1,0,0
