customer_id,total_transactions,customer_frequency,age,age_range,last_transaction_date,lifespan_months,recency_months,net_quantity_purchased,return_rate_pct,total_discount_received,total_revenue_generated,Customer_spend,average_transaction_value
C001603,2,Repeating-Customer,47,Old,2023-01-19,17,40,6,0.000000000000,10,1019.26000000,VIP Customer,509.63000000
C001607,3,Repeating-Customer,47,Old,2024-07-27,34,22,4,0.000000000000,20,558.75000000,VIP Customer,186.25000000
C001610,4,Repeating-Customer,60,Old,2024-07-28,24,22,7,0.000000000000,20,869.39000000,VIP Customer,217.35000000
C001611,3,Repeating-Customer,25,Youth,2022-06-10,9,47,9,0.000000000000,30,1167.93000000,VIP Customer,389.31000000
C001612,2,Repeating-Customer,30,Adults,2023-08-03,39,33,6,0.000000000000,30,345.69000000,Regular Customer,172.84000000
C001616,3,Repeating-Customer,39,Adults,2024-10-08,57,19,7,12.500000000000,0,1077.14000000,VIP Customer,359.05000000
C001617,2,Repeating-Customer,65,Seniors,2022-06-25,25,47,3,0.000000000000,10,357.34000000,Regular Customer,178.67000000
C001624,3,Repeating-Customer,38,Adults,2021-09-11,17,56,8,0.000000000000,10,501.74000000,VIP Customer,167.25000000
C001634,2,Repeating-Customer,26,Youth,2021-04-20,12,61,7,0.000000000000,0,526.19000000,VIP Customer,263.10000000
C001639,2,Repeating-Customer,28,Youth,2023-09-20,28,32,6,14.285714285714,10,47.16000000,Regular Customer,23.58000000
C001640,3,Repeating-Customer,45,Adults,2021-12-02,23,53,8,11.111111111111,20,584.94000000,VIP Customer,194.98000000
C001641,1,One-Time-Customer,25,Youth,2024-06-15,0,23,4,0.000000000000,30,545.30000000,VIP Customer,545.30000000
C001642,4,Repeating-Customer,31,Adults,2024-11-11,49,18,12,0.000000000000,10,951.20000000,VIP Customer,237.80000000
C001646,5,Repeating-Customer,32,Adults,2024-08-02,39,21,9,10.000000000000,20,1145.50000000,VIP Customer,229.10000000
C001647,3,Repeating-Customer,45,Adults,2024-11-25,34,18,8,0.000000000000,20,694.26000000,VIP Customer,231.42000000
C001661,2,Repeating-Customer,57,Old,2023-12-30,16,29,2,33.333333333333,0,101.37000000,Regular Customer,50.69000000
C001662,1,One-Time-Customer,60,Old,2022-01-16,0,52,3,0.000000000000,10,362.72000000,Regular Customer,362.72000000
C001682,1,One-Time-Customer,25,Youth,2020-02-18,0,75,1,0.000000000000,10,51.81000000,Regular Customer,51.81000000
C001683,1,One-Time-Customer,36,Adults,2022-02-19,0,51,2,0.000000000000,0,57.40000000,Regular Customer,57.40000000
C001690,2,Repeating-Customer,56,Old,2023-04-06,3,37,4,0.000000000000,0,271.04000000,Regular Customer,135.52000000
C001691,1,One-Time-Customer,31,Adults,2022-05-11,0,48,1,0.000000000000,30,19.92000000,Regular Customer,19.92000000
C001692,2,Repeating-Customer,52,Old,2022-11-04,26,42,5,0.000000000000,0,622.10000000,VIP Customer,311.05000000
C001696,3,Repeating-Customer,41,Adults,2024-03-09,45,26,7,0.000000000000,10,834.64000000,VIP Customer,278.21000000
C001697,4,Repeating-Customer,21,Youth,2023-04-21,38,37,12,0.000000000000,10,1548.86000000,VIP Customer,387.22000000
C001710,3,Repeating-Customer,29,Youth,2024-03-16,14,26,8,0.000000000000,50,1039.60000000,VIP Customer,346.53000000
C001711,1,One-Time-Customer,28,Youth,2023-01-25,0,40,2,0.000000000000,0,64.64000000,Regular Customer,64.64000000
C001714,2,Repeating-Customer,24,Youth,2023-11-06,30,30,4,0.000000000000,0,715.25000000,VIP Customer,357.63000000
C001726,2,Repeating-Customer,64,Seniors,2020-08-30,2,69,3,0.000000000000,0,286.15000000,Regular Customer,143.08000000
C001727,5,Repeating-Customer,53,Old,2024-12-14,50,17,9,0.000000000000,30,750.23000000,VIP Customer,150.05000000
C001729,3,Repeating-Customer,59,Old,2023-09-16,18,32,10,0.000000000000,0,1287.64000000,VIP Customer,429.21000000
C001734,3,Repeating-Customer,22,Youth,2024-03-21,40,26,12,0.000000000000,30,733.92000000,VIP Customer,244.64000000
C001746,3,Repeating-Customer,45,Adults,2024-11-28,53,18,9,0.000000000000,20,765.53000000,VIP Customer,255.18000000
C001756,1,One-Time-Customer,23,Youth,2024-08-20,0,21,1,0.000000000000,0,186.10000000,Regular Customer,186.10000000
C001765,2,Repeating-Customer,49,Old,2021-01-03,5,64,5,0.000000000000,10,198.35000000,Regular Customer,99.17000000
C001771,3,Repeating-Customer,21,Youth,2022-04-11,24,49,4,20.000000000000,0,760.78000000,VIP Customer,253.59000000
C001772,2,Repeating-Customer,24,Youth,2023-05-10,5,36,4,0.000000000000,0,241.48000000,Regular Customer,120.74000000
C001773,3,Repeating-Customer,18,Youth,2024-06-13,52,23,12,0.000000000000,30,1783.12000000,VIP Customer,594.37000000
C001777,2,Repeating-Customer,23,Youth,2024-06-04,10,23,7,0.000000000000,30,447.35000000,Regular Customer,223.68000000
C001778,1,One-Time-Customer,44,Adults,2021-01-27,0,64,2,0.000000000000,10,24.64000000,Regular Customer,24.64000000
C001779,2,Repeating-Customer,57,Old,2023-02-28,25,39,5,16.666666666666,10,356.44000000,Regular Customer,178.22000000
C001784,5,Repeating-Customer,42,Adults,2024-05-04,51,24,10,0.000000000000,60,1160.05000000,VIP Customer,232.01000000
C001796,1,One-Time-Customer,59,Old,2021-10-15,0,55,2,0.000000000000,20,315.28000000,Regular Customer,315.28000000
C001801,2,Repeating-Customer,52,Old,2021-10-26,9,55,8,0.000000000000,10,711.86000000,VIP Customer,355.93000000
C001809,1,One-Time-Customer,66,Seniors,2024-08-14,0,21,2,33.333333333333,0,152.88000000,Regular Customer,152.88000000
C001810,5,Repeating-Customer,20,Youth,2024-06-20,30,23,13,7.142857142857,10,626.78000000,VIP Customer,125.36000000
C001812,1,One-Time-Customer,29,Youth,2022-05-06,0,48,1,50.000000000000,10,26.73000000,Regular Customer,26.73000000
C001813,1,One-Time-Customer,58,Old,2020-06-03,0,71,4,0.000000000000,NULL,NULL,Unknown,NULL
C001814,1,One-Time-Customer,36,Adults,2022-04-25,0,49,1,0.000000000000,20,48.27000000,Regular Customer,48.27000000
C001829,4,Repeating-Customer,58,Old,2022-12-04,33,41,5,16.666666666666,0,362.55000000,Regular Customer,90.64000000
C001830,2,Repeating-Customer,56,Old,2023-02-23,9,39,4,0.000000000000,0,327.58000000,Regular Customer,163.79000000
C001832,2,Repeating-Customer,37,Adults,2023-09-07,4,32,6,0.000000000000,20,818.45000000,VIP Customer,409.23000000
C001833,2,Repeating-Customer,38,Adults,2022-12-29,14,41,3,0.000000000000,0,342.70000000,Regular Customer,171.35000000
C001835,1,One-Time-Customer,40,Adults,2020-12-05,0,65,0,100.000000000000,0,0.00000000,Regular Customer,0.00000000
C001847,2,Repeating-Customer,45,Adults,2021-10-18,14,55,3,0.000000000000,10,372.81000000,Regular Customer,186.40000000
C001848,2,Repeating-Customer,37,Adults,2024-08-10,26,21,4,20.000000000000,20,471.12000000,Regular Customer,235.56000000
C001855,2,Repeating-Customer,30,Adults,2023-09-21,40,32,2,0.000000000000,0,373.80000000,Regular Customer,186.90000000
C001857,2,Repeating-Customer,31,Adults,2023-10-31,45,31,5,16.666666666666,10,205.81000000,Regular Customer,102.91000000
C001858,2,Repeating-Customer,61,Seniors,2024-02-29,47,27,6,0.000000000000,10,291.63000000,Regular Customer,145.81000000
C001860,5,Repeating-Customer,62,Seniors,2024-09-14,52,20,14,6.666666666666,0,763.84000000,VIP Customer,152.77000000
C001862,3,Repeating-Customer,20,Youth,2023-04-13,26,37,8,0.000000000000,30,321.63000000,Regular Customer,107.21000000
C001863,1,One-Time-Customer,37,Adults,2021-11-02,0,54,2,0.000000000000,0,193.04000000,Regular Customer,193.04000000
C001864,3,Repeating-Customer,30,Adults,2024-12-28,28,17,10,0.000000000000,20,1225.88000000,VIP Customer,408.63000000
C001875,2,Repeating-Customer,58,Old,2024-07-11,30,22,8,0.000000000000,0,711.28000000,VIP Customer,355.64000000
C001880,2,Repeating-Customer,62,Seniors,2024-10-18,15,19,4,0.000000000000,0,397.80000000,Regular Customer,198.90000000
C001882,1,One-Time-Customer,33,Adults,2023-10-24,0,31,1,50.000000000000,10,139.67000000,Regular Customer,139.67000000
C001883,2,Repeating-Customer,26,Youth,2023-04-10,4,37,8,0.000000000000,20,1342.06000000,VIP Customer,671.03000000
C001885,1,One-Time-Customer,53,Old,2022-04-29,0,49,2,0.000000000000,20,192.00000000,Regular Customer,192.00000000
C001899,2,Repeating-Customer,46,Old,2024-03-18,35,26,6,0.000000000000,0,558.16000000,VIP Customer,279.08000000
C001908,2,Repeating-Customer,16,Youth,2024-07-10,41,22,6,0.000000000000,20,414.91000000,Regular Customer,207.46000000
C001912,4,Repeating-Customer,51,Old,2023-12-14,46,29,8,0.000000000000,0,875.47000000,VIP Customer,218.87000000
C001913,2,Repeating-Customer,61,Seniors,2024-04-09,6,25,4,0.000000000000,10,500.53000000,VIP Customer,250.27000000
C001927,2,Repeating-Customer,47,Old,2023-12-20,6,29,3,25.000000000000,30,131.35000000,Regular Customer,65.68000000
C001928,3,Repeating-Customer,55,Old,2024-12-19,51,17,6,0.000000000000,10,710.71000000,VIP Customer,236.90000000
C001932,1,One-Time-Customer,44,Adults,2024-10-06,0,19,1,0.000000000000,10,68.19000000,Regular Customer,68.19000000
C001933,3,Repeating-Customer,60,Old,2023-03-15,14,38,10,0.000000000000,20,604.25000000,VIP Customer,201.42000000
C001943,1,One-Time-Customer,39,Adults,2020-07-08,0,70,1,0.000000000000,0,111.35000000,Regular Customer,111.35000000
C001945,4,Repeating-Customer,66,Seniors,2024-05-28,27,24,12,0.000000000000,30,1106.48000000,VIP Customer,276.62000000
C001953,1,One-Time-Customer,22,Youth,2021-06-26,0,59,3,0.000000000000,0,434.46000000,Regular Customer,434.46000000
C001962,1,One-Time-Customer,40,Adults,2020-10-25,0,67,1,0.000000000000,0,195.90000000,Regular Customer,195.90000000
C001979,1,One-Time-Customer,43,Adults,2023-06-05,0,35,4,0.000000000000,0,778.20000000,VIP Customer,778.20000000
C001987,3,Repeating-Customer,27,Youth,2024-06-02,42,23,6,0.000000000000,20,670.10000000,VIP Customer,223.37000000
C001988,6,Repeating-Customer,58,Old,2022-11-06,29,42,18,5.263157894736,60,1771.17000000,VIP Customer,295.20000000
C001990,4,Repeating-Customer,49,Old,2024-07-14,10,22,11,0.000000000000,10,1253.47000000,VIP Customer,313.37000000
C001991,2,Repeating-Customer,39,Adults,2021-07-14,1,58,2,0.000000000000,0,147.19000000,Regular Customer,73.60000000
C001994,1,One-Time-Customer,58,Old,2024-10-27,0,19,1,0.000000000000,0,143.44000000,Regular Customer,143.44000000
C001996,2,Repeating-Customer,58,Old,2024-02-03,47,27,4,20.000000000000,10,348.53000000,Regular Customer,174.26000000
C001999,2,Repeating-Customer,66,Seniors,2023-08-07,24,33,4,0.000000000000,0,563.96000000,VIP Customer,281.98000000
C002009,1,One-Time-Customer,22,Youth,2023-05-03,0,36,0,100.000000000000,0,0.00000000,Regular Customer,0.00000000
C002025,2,Repeating-Customer,20,Youth,2021-07-31,14,58,1,50.000000000000,10,57.65000000,Regular Customer,28.83000000
C002028,2,Repeating-Customer,64,Seniors,2022-11-13,14,42,3,0.000000000000,0,381.73000000,Regular Customer,190.87000000
C002029,3,Repeating-Customer,34,Adults,2022-12-24,16,41,6,14.285714285714,20,615.52000000,VIP Customer,205.17000000
C002031,1,One-Time-Customer,58,Old,2020-12-24,0,65,2,0.000000000000,0,73.84000000,Regular Customer,73.84000000
C002032,1,One-Time-Customer,52,Old,2022-02-20,0,51,2,0.000000000000,0,161.18000000,Regular Customer,161.18000000
C002036,5,Repeating-Customer,38,Adults,2023-02-18,23,39,9,10.000000000000,20,1019.86000000,VIP Customer,203.97000000
C002037,3,Repeating-Customer,22,Youth,2024-02-05,14,27,9,0.000000000000,10,761.41000000,VIP Customer,253.80000000
C002045,2,Repeating-Customer,45,Adults,2022-11-07,14,42,4,0.000000000000,30,221.89000000,Regular Customer,110.94000000
C002048,2,Repeating-Customer,20,Youth,2023-04-27,14,37,5,0.000000000000,0,499.76000000,Regular Customer,249.88000000
C002049,1,One-Time-Customer,23,Youth,2023-09-15,0,32,1,0.000000000000,10,139.07000000,Regular Customer,139.07000000
C002065,1,One-Time-Customer,58,Old,2021-01-30,0,64,3,0.000000000000,0,200.31000000,Regular Customer,200.31000000
C002068,1,One-Time-Customer,55,Old,2021-05-24,0,60,3,0.000000000000,10,36.21000000,Regular Customer,36.21000000
C002069,3,Repeating-Customer,61,Seniors,2024-03-20,34,26,5,0.000000000000,20,820.42000000,VIP Customer,273.47000000
C002075,1,One-Time-Customer,21,Youth,2020-11-28,0,66,1,0.000000000000,0,153.29000000,Regular Customer,153.29000000
C002078,1,One-Time-Customer,44,Adults,2022-12-22,0,41,4,0.000000000000,0,230.56000000,Regular Customer,230.56000000
C001701,4,Repeating-Customer,24,Youth,2024-09-20,48,20,12,0.000000000000,10,1036.48000000,VIP Customer,259.12000000
C001702,2,Repeating-Customer,62,Seniors,2023-09-06,24,32,3,0.000000000000,0,82.80000000,Regular Customer,41.40000000
C001705,3,Repeating-Customer,54,Old,2021-12-31,21,53,8,11.111111111111,0,907.01000000,VIP Customer,302.34000000
C001715,2,Repeating-Customer,68,Seniors,2024-07-15,5,22,7,0.000000000000,0,812.13000000,VIP Customer,406.07000000
C001723,2,Repeating-Customer,22,Youth,2024-09-30,15,20,7,0.000000000000,10,552.24000000,VIP Customer,276.12000000
C001728,2,Repeating-Customer,17,Youth,2023-07-09,26,34,8,0.000000000000,30,434.66000000,Regular Customer,217.33000000
C001730,2,Repeating-Customer,22,Youth,2024-04-27,43,25,1,50.000000000000,0,154.86000000,Regular Customer,77.43000000
C001731,1,One-Time-Customer,21,Youth,2023-11-13,0,30,3,0.000000000000,10,244.00000000,Regular Customer,244.00000000
C001732,2,Repeating-Customer,57,Old,2024-03-30,5,26,2,0.000000000000,10,94.63000000,Regular Customer,47.31000000
C001735,1,One-Time-Customer,27,Youth,2021-06-30,0,59,3,0.000000000000,10,114.91000000,Regular Customer,114.91000000
C001747,1,One-Time-Customer,49,Old,2020-09-30,0,68,1,0.000000000000,10,101.37000000,Regular Customer,101.37000000
C001748,2,Repeating-Customer,23,Youth,2022-04-01,2,49,1,50.000000000000,10,163.12000000,Regular Customer,81.56000000
C001749,2,Repeating-Customer,39,Adults,2024-07-17,43,22,5,0.000000000000,0,39.66000000,Regular Customer,19.83000000
C001753,2,Repeating-Customer,53,Old,2022-09-08,2,44,4,0.000000000000,10,560.62000000,VIP Customer,280.31000000
C001758,4,Repeating-Customer,34,Adults,2023-06-23,38,35,10,0.000000000000,50,1355.42000000,VIP Customer,338.86000000
C001759,3,Repeating-Customer,45,Adults,2023-08-06,29,33,7,22.222222222222,10,243.14000000,Regular Customer,81.05000000
C001774,2,Repeating-Customer,26,Youth,2024-05-13,7,24,4,0.000000000000,50,235.51000000,Regular Customer,117.76000000
C001776,2,Repeating-Customer,18,Youth,2021-07-23,7,58,6,0.000000000000,40,317.06000000,Regular Customer,158.53000000
C001780,1,One-Time-Customer,56,Old,2024-10-14,0,19,4,0.000000000000,0,514.40000000,VIP Customer,514.40000000
C001781,2,Repeating-Customer,58,Old,2024-05-24,47,24,4,0.000000000000,10,263.60000000,Regular Customer,131.80000000
C001782,5,Repeating-Customer,50,Old,2024-09-20,52,20,14,0.000000000000,20,1792.43000000,VIP Customer,358.49000000
C001797,5,Repeating-Customer,19,Youth,2024-03-01,33,26,11,0.000000000000,40,940.89000000,VIP Customer,188.18000000
C001803,2,Repeating-Customer,64,Seniors,2022-09-21,5,44,3,0.000000000000,0,114.76000000,Regular Customer,57.38000000
C001804,2,Repeating-Customer,45,Adults,2022-09-26,30,44,4,0.000000000000,0,717.63000000,VIP Customer,358.82000000
C001806,2,Repeating-Customer,61,Seniors,2024-01-28,40,28,6,0.000000000000,10,636.94000000,VIP Customer,318.47000000
C001811,3,Repeating-Customer,39,Adults,2024-12-18,42,17,7,0.000000000000,10,457.36000000,Regular Customer,152.45000000
C001815,1,One-Time-Customer,28,Youth,2022-07-25,0,46,3,0.000000000000,0,236.46000000,Regular Customer,236.46000000
C001817,1,One-Time-Customer,39,Adults,2022-05-20,0,48,1,50.000000000000,10,140.57000000,Regular Customer,140.57000000
C001818,3,Repeating-Customer,61,Seniors,2022-12-03,34,41,7,0.000000000000,30,949.03000000,VIP Customer,316.34000000
C001823,2,Repeating-Customer,68,Seniors,2023-12-08,42,29,7,0.000000000000,20,687.10000000,VIP Customer,343.55000000
C001824,1,One-Time-Customer,45,Adults,2024-09-07,0,20,4,0.000000000000,NULL,NULL,Unknown,NULL
C001826,2,Repeating-Customer,61,Seniors,2024-08-02,20,21,2,0.000000000000,30,211.70000000,Regular Customer,105.85000000
C001831,2,Repeating-Customer,30,Adults,2024-06-04,12,23,3,0.000000000000,20,286.48000000,Regular Customer,143.24000000
C001837,2,Repeating-Customer,69,Seniors,2024-06-28,14,23,3,25.000000000000,0,549.07000000,VIP Customer,274.54000000
C001838,4,Repeating-Customer,61,Seniors,2023-03-07,25,38,10,9.090909090909,0,682.71000000,VIP Customer,170.68000000
C001840,2,Repeating-Customer,39,Adults,2023-06-04,12,35,4,0.000000000000,20,573.91000000,VIP Customer,286.96000000
C001842,3,Repeating-Customer,54,Old,2024-10-30,47,19,9,0.000000000000,0,372.36000000,Regular Customer,124.12000000
C001849,2,Repeating-Customer,28,Youth,2022-11-06,10,42,4,0.000000000000,10,605.97000000,VIP Customer,302.99000000
C001850,1,One-Time-Customer,60,Old,2024-03-26,0,26,3,0.000000000000,10,50.73000000,Regular Customer,50.73000000
C001852,3,Repeating-Customer,20,Youth,2023-12-07,43,29,8,11.111111111111,10,1124.10000000,VIP Customer,374.70000000
C001861,2,Repeating-Customer,40,Adults,2024-09-27,17,20,7,0.000000000000,20,584.36000000,VIP Customer,292.18000000
C001867,3,Repeating-Customer,65,Seniors,2024-12-28,48,17,6,0.000000000000,0,663.58000000,VIP Customer,221.19000000
C001868,5,Repeating-Customer,45,Adults,2024-04-29,30,25,13,0.000000000000,40,1222.92000000,VIP Customer,244.58000000
C001872,2,Repeating-Customer,43,Adults,2023-05-06,19,36,3,0.000000000000,30,142.86000000,Regular Customer,71.43000000
C001878,1,One-Time-Customer,33,Adults,2022-11-29,0,42,2,0.000000000000,0,291.54000000,Regular Customer,291.54000000
C001881,5,Repeating-Customer,31,Adults,2024-07-30,49,22,14,0.000000000000,10,860.49000000,VIP Customer,172.10000000
C001887,2,Repeating-Customer,34,Adults,2024-10-06,3,19,5,0.000000000000,40,166.93000000,Regular Customer,83.46000000
C001888,1,One-Time-Customer,49,Old,2020-05-24,0,72,1,0.000000000000,0,34.40000000,Regular Customer,34.40000000
C001894,3,Repeating-Customer,60,Old,2023-09-12,19,32,8,11.111111111111,20,805.07000000,VIP Customer,268.36000000
C001900,1,One-Time-Customer,19,Youth,2023-10-28,0,31,3,0.000000000000,NULL,NULL,Unknown,NULL
C001903,2,Repeating-Customer,29,Youth,2023-09-21,13,32,4,0.000000000000,10,310.77000000,Regular Customer,155.39000000
C001905,3,Repeating-Customer,66,Seniors,2020-12-26,8,65,10,0.000000000000,10,874.35000000,VIP Customer,291.45000000
C001906,3,Repeating-Customer,43,Adults,2022-08-09,24,45,10,0.000000000000,30,1052.93000000,VIP Customer,350.98000000
C001914,6,Repeating-Customer,60,Old,2024-12-21,49,17,16,0.000000000000,20,1583.80000000,VIP Customer,263.97000000
C002027,3,Repeating-Customer,59,Old,2024-10-12,46,19,9,0.000000000000,10,1281.57000000,VIP Customer,427.19000000
C002035,2,Repeating-Customer,21,Youth,2023-06-19,24,35,1,50.000000000000,0,30.56000000,Regular Customer,15.28000000
C002038,5,Repeating-Customer,45,Adults,2024-09-28,25,20,13,0.000000000000,40,955.53000000,VIP Customer,191.11000000
C002043,4,Repeating-Customer,42,Adults,2024-12-15,36,17,8,11.111111111111,20,1003.30000000,VIP Customer,250.83000000
C002050,1,One-Time-Customer,38,Adults,2021-10-26,0,55,3,0.000000000000,0,217.80000000,Regular Customer,217.80000000
C002054,1,One-Time-Customer,35,Adults,2020-03-13,0,74,4,0.000000000000,10,341.78000000,Regular Customer,341.78000000
C002062,2,Repeating-Customer,28,Youth,2020-11-12,5,66,5,0.000000000000,10,468.44000000,Regular Customer,234.22000000
C002071,2,Repeating-Customer,38,Adults,2023-03-23,1,38,5,0.000000000000,30,633.95000000,VIP Customer,316.98000000
C002072,1,One-Time-Customer,40,Adults,2023-01-18,0,40,4,0.000000000000,0,568.08000000,VIP Customer,568.08000000
C002076,2,Repeating-Customer,28,Youth,2023-08-06,41,33,6,0.000000000000,10,231.45000000,Regular Customer,115.72000000
C002077,3,Repeating-Customer,29,Youth,2024-05-17,30,24,7,0.000000000000,50,631.58000000,VIP Customer,210.53000000
C002083,1,One-Time-Customer,29,Youth,2024-11-05,0,18,1,0.000000000000,10,106.70000000,Regular Customer,106.70000000
C002099,1,One-Time-Customer,63,Seniors,2020-03-17,0,74,4,0.000000000000,0,127.60000000,Regular Customer,127.60000000
C002103,1,One-Time-Customer,46,Old,2021-05-25,0,60,3,0.000000000000,30,332.07000000,Regular Customer,332.07000000
C002104,1,One-Time-Customer,28,Youth,2023-01-04,0,40,2,0.000000000000,0,52.56000000,Regular Customer,52.56000000
C002108,2,Repeating-Customer,62,Seniors,2022-08-21,12,45,6,0.000000000000,10,380.51000000,Regular Customer,190.25000000
C002115,1,One-Time-Customer,69,Seniors,2023-09-25,0,32,1,0.000000000000,10,104.38000000,Regular Customer,104.38000000
C002125,1,One-Time-Customer,48,Old,2024-11-23,0,18,3,0.000000000000,0,329.16000000,Regular Customer,329.16000000
C002132,4,Repeating-Customer,23,Youth,2023-01-20,25,40,10,0.000000000000,0,1229.66000000,VIP Customer,307.42000000
C002133,1,One-Time-Customer,37,Adults,2020-10-28,0,67,4,0.000000000000,30,461.86000000,Regular Customer,461.86000000
C002138,3,Repeating-Customer,23,Youth,2023-03-22,23,38,9,10.000000000000,0,1171.13000000,VIP Customer,390.38000000
C002140,1,One-Time-Customer,59,Old,2024-07-26,0,22,2,0.000000000000,0,292.16000000,Regular Customer,292.16000000
C002141,3,Repeating-Customer,68,Seniors,2023-10-02,44,31,7,0.000000000000,20,445.59000000,Regular Customer,148.53000000
C002142,3,Repeating-Customer,28,Youth,2023-11-05,23,30,3,0.000000000000,10,292.70000000,Regular Customer,97.57000000
C002147,1,One-Time-Customer,67,Seniors,2023-05-21,0,36,4,0.000000000000,0,386.56000000,Regular Customer,386.56000000
C002154,2,Repeating-Customer,62,Seniors,2021-09-26,8,56,5,0.000000000000,0,573.40000000,VIP Customer,286.70000000
C002159,2,Repeating-Customer,49,Old,2023-08-11,27,33,5,0.000000000000,0,642.89000000,VIP Customer,321.45000000
C002160,1,One-Time-Customer,26,Youth,2022-07-10,0,46,4,0.000000000000,10,578.20000000,VIP Customer,578.20000000
C002161,2,Repeating-Customer,21,Youth,2024-03-06,6,26,3,0.000000000000,10,398.53000000,Regular Customer,199.26000000
C002162,1,One-Time-Customer,32,Adults,2021-02-22,0,63,2,33.333333333333,0,222.24000000,Regular Customer,222.24000000
C002166,2,Repeating-Customer,25,Youth,2023-09-21,36,32,6,0.000000000000,0,275.88000000,Regular Customer,137.94000000
C002167,2,Repeating-Customer,25,Youth,2023-02-18,11,39,6,0.000000000000,30,199.43000000,Regular Customer,99.72000000
C002173,4,Repeating-Customer,34,Adults,2024-05-19,21,24,12,0.000000000000,20,856.01000000,VIP Customer,214.00000000
C002174,1,One-Time-Customer,33,Adults,2024-09-28,0,20,3,0.000000000000,0,522.57000000,VIP Customer,522.57000000
C002178,1,One-Time-Customer,21,Youth,2020-08-26,0,69,3,0.000000000000,0,191.97000000,Regular Customer,191.97000000
C002179,1,One-Time-Customer,30,Adults,2021-01-20,0,64,1,0.000000000000,0,85.36000000,Regular Customer,85.36000000
C002183,3,Repeating-Customer,44,Adults,2024-08-15,34,21,9,0.000000000000,30,772.84000000,VIP Customer,257.61000000
C002184,3,Repeating-Customer,46,Old,2022-02-04,24,51,9,10.000000000000,30,1059.18000000,VIP Customer,353.06000000
C002188,2,Repeating-Customer,43,Adults,2024-09-12,33,20,5,0.000000000000,0,752.84000000,VIP Customer,376.42000000
C002189,3,Repeating-Customer,18,Youth,2022-06-15,27,47,8,11.111111111111,50,309.54000000,Regular Customer,103.18000000
C002193,1,One-Time-Customer,24,Youth,2021-05-09,0,60,3,0.000000000000,0,589.38000000,VIP Customer,589.38000000
C002194,3,Repeating-Customer,42,Adults,2024-02-19,22,27,6,0.000000000000,0,671.41000000,VIP Customer,223.80000000
C002198,2,Repeating-Customer,34,Adults,2022-12-19,29,41,4,0.000000000000,20,433.29000000,Regular Customer,216.65000000
C002199,2,Repeating-Customer,30,Adults,2024-08-22,31,21,6,0.000000000000,20,753.32000000,VIP Customer,376.66000000
C002205,2,Repeating-Customer,26,Youth,2020-12-30,11,65,4,20.000000000000,10,507.33000000,VIP Customer,253.66000000
C002208,1,One-Time-Customer,43,Adults,2021-08-20,0,57,2,0.000000000000,0,251.54000000,Regular Customer,251.54000000
C002209,2,Repeating-Customer,33,Adults,2020-06-15,4,71,4,0.000000000000,20,225.53000000,Regular Customer,112.77000000
C002222,4,Repeating-Customer,19,Youth,2024-08-21,48,21,12,0.000000000000,20,409.57000000,Regular Customer,102.39000000
C002226,1,One-Time-Customer,46,Old,2022-07-19,0,46,2,0.000000000000,10,73.49000000,Regular Customer,73.49000000
C002227,3,Repeating-Customer,57,Old,2024-10-04,37,19,2,33.333333333333,0,204.21000000,Regular Customer,68.07000000
C002230,2,Repeating-Customer,43,Adults,2022-06-29,10,47,5,0.000000000000,20,108.08000000,Regular Customer,54.04000000
C002235,2,Repeating-Customer,24,Youth,2024-01-24,9,28,7,0.000000000000,0,955.46000000,VIP Customer,477.73000000
C002238,2,Repeating-Customer,18,Youth,2022-06-11,3,47,5,0.000000000000,10,265.33000000,Regular Customer,132.67000000
C002248,1,One-Time-Customer,36,Adults,2023-11-12,0,30,4,0.000000000000,0,446.32000000,Regular Customer,446.32000000
C002079,3,Repeating-Customer,56,Old,2022-08-24,6,45,6,25.000000000000,30,571.22000000,VIP Customer,190.41000000
C002085,1,One-Time-Customer,17,Youth,2024-08-17,0,21,1,0.000000000000,10,9.80000000,Regular Customer,9.80000000
C002088,5,Repeating-Customer,19,Youth,2024-08-30,21,21,14,0.000000000000,10,1156.20000000,VIP Customer,231.24000000
C002089,4,Repeating-Customer,69,Seniors,2024-02-18,26,27,16,0.000000000000,10,1481.67000000,VIP Customer,370.42000000
C002090,4,Repeating-Customer,42,Adults,2023-12-03,33,29,11,0.000000000000,20,1360.55000000,VIP Customer,340.14000000
C002093,1,One-Time-Customer,58,Old,2023-09-25,0,32,2,0.000000000000,0,55.08000000,Regular Customer,55.08000000
C002094,1,One-Time-Customer,45,Adults,2022-02-19,0,51,4,0.000000000000,0,418.60000000,Regular Customer,418.60000000
C002110,1,One-Time-Customer,50,Old,2023-09-18,0,32,3,0.000000000000,0,543.51000000,VIP Customer,543.51000000
C002111,1,One-Time-Customer,46,Old,2021-09-14,0,56,1,50.000000000000,0,20.92000000,Regular Customer,20.92000000
C002112,1,One-Time-Customer,35,Adults,2024-04-01,0,25,4,0.000000000000,20,101.09000000,Regular Customer,101.09000000
C002116,2,Repeating-Customer,16,Youth,2024-02-14,31,27,4,20.000000000000,0,319.51000000,Regular Customer,159.76000000
C002117,2,Repeating-Customer,27,Youth,2022-06-02,24,47,6,0.000000000000,30,70.59000000,Regular Customer,35.29000000
C002120,3,Repeating-Customer,45,Adults,2024-03-05,22,26,7,12.500000000000,0,240.92000000,Regular Customer,80.31000000
