product_id,category,supplier,season,region,store_name,total_customers,total_units_sold,net_quantity_sold,gross_revenue,Cost_Of_Goods_Sold,net_revenue,profit,return_rate,total_transactions,total_discount_received,avg_selling_price,last_sale_date,lifespan_months
15851,Accessories,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,186.21,231.45,186.21000000,-45.24,0.000000000000,1,0,62.07000000,2023-03-05,0
15851,Accessories,D,Fall,Online,Online,1,1,1,62.07,77.15,62.07000000,-15.08,0.000000000000,1,0,62.07000000,2023-09-23,0
15852,Dresses,B,Fall,Online,Online,1,2,2,385.52,37.28,308.42000000,271.14,0.000000000000,1,20,154.21000000,2022-05-06,0
15853,Bottoms,D,Spring,Algarve,Faro Outlet,1,3,3,78.33,67.29,78.33000000,11.04,0.000000000000,1,0,26.11000000,2020-08-31,0
15853,Bottoms,D,Spring,Northern Portugal,Porto Center,1,4,3,104.44,67.29,78.33000000,11.04,25.000000000000,1,0,26.11000000,2021-09-10,0
15853,Bottoms,D,Spring,Online,Online,1,1,1,26.11,22.43,26.11000000,3.68,0.000000000000,1,0,26.11000000,2020-12-15,0
15854,Tops,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,41.95,24.32,41.95000000,17.63,0.000000000000,1,0,41.95000000,2021-02-28,0
15854,Tops,B,Spring,Northern Portugal,Porto Center,1,3,3,125.85,72.96,125.85000000,52.89,0.000000000000,1,0,41.95000000,2023-04-29,0
15855,Tops,B,Winter,Online,Online,1,3,3,309.78,127.65,309.78000000,182.13,0.000000000000,1,0,103.26000000,2022-03-19,0
15856,Bottoms,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,266.16,37.62,266.16000000,228.54,0.000000000000,1,0,133.08000000,2022-09-10,0
15857,Bottoms,A,Spring,Central Portugal,Coimbra Boutique,1,3,3,460.14,129.24,460.14000000,330.90,0.000000000000,1,0,153.38000000,2023-11-13,0
15857,Bottoms,A,Spring,Online,Online,1,3,3,460.14,129.24,NULL,NULL,0.000000000000,1,NULL,NULL,2022-06-13,0
15858,Tops,C,Fall,Algarve,Faro Outlet,1,4,4,558.64,187.92,558.64000000,370.72,0.000000000000,1,0,139.66000000,2023-05-31,0
15858,Tops,C,Fall,Northern Portugal,Porto Center,0,3,3,418.98,140.94,377.08000000,236.14,0.000000000000,1,10,125.69000000,2024-03-20,0
15859,Bottoms,A,Summer,Central Portugal,Coimbra Boutique,1,3,3,219.12,78.45,175.30000000,96.85,0.000000000000,1,20,58.43000000,2020-02-22,0
15861,Bottoms,C,Spring,Central Portugal,Coimbra Boutique,1,2,2,48.70,10.76,48.70000000,37.94,0.000000000000,1,0,24.35000000,2023-05-18,0
15862,Dresses,A,Winter,Central Portugal,Coimbra Boutique,2,8,8,963.04,288.16,963.04000000,674.88,0.000000000000,3,0,120.38000000,2024-06-23,52
15863,Dresses,C,Fall,Algarve,Faro Outlet,1,3,3,551.31,218.10,551.31000000,333.21,0.000000000000,1,0,183.77000000,2023-07-10,0
15863,Dresses,C,Fall,Online,Online,1,4,4,735.08,290.80,735.08000000,444.28,0.000000000000,1,0,183.77000000,2021-11-14,0
15869,Shoes,C,Summer,Northern Portugal,Porto Center,1,1,1,139.64,74.89,139.64000000,64.75,0.000000000000,1,0,139.64000000,2020-06-19,0
15870,Bottoms,C,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,156.20,285.48,140.58000000,-144.90,0.000000000000,1,10,35.15000000,2020-05-05,0
15870,Bottoms,C,Fall,Northern Portugal,Porto Center,1,4,4,156.20,285.48,156.20000000,-129.28,0.000000000000,1,0,39.05000000,2021-09-13,0
15871,Tops,A,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,328.10,142.56,328.10000000,185.54,0.000000000000,1,0,164.05000000,2020-01-14,0
15875,Shoes,D,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,172.38,77.18,172.38000000,95.20,0.000000000000,1,0,86.19000000,2022-10-26,0
15876,Dresses,C,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,5,5,743.10,168.50,713.38000000,544.88,0.000000000000,2,20,142.68000000,2024-03-08,33
15878,Shoes,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,2,5,5,189.40,338.50,151.52000000,-186.98,0.000000000000,2,0,30.30000000,2024-10-30,26
15879,Tops,A,Winter,Online,Online,2,7,6,786.52,293.16,674.16000000,381.00,14.290000000000,3,0,112.36000000,2023-11-06,43
15880,Tops,A,Spring,Algarve,Faro Outlet,1,4,4,733.92,284.44,NULL,NULL,0.000000000000,1,NULL,NULL,2021-08-06,0
15880,Tops,A,Spring,Online,Online,1,3,3,550.44,213.33,550.44000000,337.11,0.000000000000,1,0,183.48000000,2022-10-01,0
15882,Tops,B,Winter,Online,Online,1,2,2,112.26,21.66,112.26000000,90.60,0.000000000000,1,0,56.13000000,2024-12-12,0
15884,Tops,B,Fall,Algarve,Faro Outlet,1,1,1,121.61,72.59,121.61000000,49.02,0.000000000000,1,0,121.61000000,2024-09-17,0
15885,Bottoms,D,Winter,Central Portugal,Coimbra Boutique,1,3,3,502.68,234.93,351.88000000,116.95,0.000000000000,1,30,117.29000000,2024-04-07,0
15885,Bottoms,D,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,167.56,78.31,167.56000000,89.25,0.000000000000,1,0,167.56000000,2024-10-31,0
15886,Shoes,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,3,234.12,174.96,175.59000000,0.63,25.000000000000,1,0,58.53000000,2020-09-05,0
15887,Accessories,A,Winter,Northern Portugal,Porto Center,1,2,2,230.82,96.94,207.74000000,110.80,0.000000000000,1,10,103.87000000,2023-04-10,0
15889,Dresses,B,Fall,Central Portugal,Coimbra Boutique,1,3,3,345.27,170.28,345.27000000,174.99,0.000000000000,1,0,115.09000000,2021-01-27,0
15890,Tops,C,Fall,Central Portugal,Coimbra Boutique,1,1,1,99.28,76.66,99.28000000,22.62,0.000000000000,1,0,99.28000000,2024-08-25,0
15891,Tops,D,Summer,Algarve,Faro Outlet,1,4,4,106.32,84.76,106.32000000,21.56,0.000000000000,1,0,26.58000000,2020-01-24,0
15893,Dresses,B,Fall,Algarve,Faro Outlet,1,3,3,269.94,129.24,242.95000000,113.71,0.000000000000,1,10,80.98000000,2020-03-18,0
15894,Bottoms,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,2,5,5,894.35,87.80,894.35000000,806.55,0.000000000000,2,0,178.87000000,2023-09-09,30
15894,Bottoms,A,Winter,Online,Online,1,4,4,715.48,70.24,715.48000000,645.24,0.000000000000,1,0,178.87000000,2022-09-25,0
15895,Shoes,B,Spring,Algarve,Faro Outlet,1,4,4,402.28,90.72,321.82000000,231.10,0.000000000000,1,20,80.46000000,2021-09-08,0
15895,Shoes,B,Spring,Online,Online,1,2,2,201.14,45.36,160.91000000,115.55,0.000000000000,1,20,80.46000000,2020-04-17,0
15897,Dresses,A,Spring,Algarve,Faro Outlet,1,3,3,289.62,17.61,289.62000000,272.01,0.000000000000,1,0,96.54000000,2024-01-25,0
15897,Dresses,A,Spring,Online,Online,1,1,1,96.54,5.87,96.54000000,90.67,0.000000000000,1,0,96.54000000,2021-07-23,0
15900,Accessories,B,Winter,Online,Online,1,1,1,70.38,12.05,70.38000000,58.33,0.000000000000,1,0,70.38000000,2021-05-18,0
15901,Bottoms,B,Fall,Northern Portugal,Porto Center,1,3,3,247.86,224.82,223.07000000,-1.75,0.000000000000,1,10,74.36000000,2022-08-17,0
15902,Bottoms,A,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,156.54,27.48,156.54000000,129.06,0.000000000000,1,0,156.54000000,2022-09-06,0
15903,Dresses,D,Summer,Algarve,Faro Outlet,1,3,3,312.15,84.63,312.15000000,227.52,0.000000000000,1,0,104.05000000,2022-10-16,0
15903,Dresses,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,416.20,112.84,416.20000000,303.36,0.000000000000,1,0,104.05000000,2023-07-14,0
15904,Dresses,A,Winter,Algarve,Faro Outlet,1,3,3,543.96,127.80,543.96000000,416.16,0.000000000000,1,0,181.32000000,2023-06-13,0
15904,Dresses,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,2,6,6,1087.92,255.60,1087.92000000,832.32,0.000000000000,2,0,181.32000000,2023-06-25,34
15908,Shoes,C,Winter,Algarve,Faro Outlet,2,4,4,572.16,309.04,486.34000000,177.30,0.000000000000,2,30,121.58000000,2024-05-07,20
15909,Shoes,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,55.04,127.36,55.04000000,-72.32,0.000000000000,1,0,13.76000000,2024-08-21,0
15910,Dresses,B,Winter,Online,Online,1,3,3,127.80,54.06,89.46000000,35.40,0.000000000000,1,30,29.82000000,2024-08-12,0
15911,Bottoms,C,Fall,Northern Portugal,Porto Center,1,1,1,141.88,51.97,127.69000000,75.72,0.000000000000,1,10,127.69000000,2024-03-14,0
15913,Shoes,A,Spring,Algarve,Faro Outlet,1,4,4,468.36,22.08,468.36000000,446.28,0.000000000000,1,0,117.09000000,2021-01-14,0
15913,Shoes,A,Spring,Central Portugal,Coimbra Boutique,1,4,4,468.36,22.08,468.36000000,446.28,0.000000000000,1,0,117.09000000,2020-05-03,0
15914,Tops,D,Winter,Online,Online,2,5,5,575.30,207.25,575.30000000,368.05,0.000000000000,2,0,115.06000000,2023-01-01,25
15915,Tops,B,Summer,Online,Online,1,1,1,150.68,68.95,150.68000000,81.73,0.000000000000,1,0,150.68000000,2024-05-23,0
15916,Shoes,A,Spring,Northern Portugal,Porto Center,1,2,2,33.14,49.28,23.20000000,-26.08,0.000000000000,1,30,11.60000000,2022-11-23,0
15916,Shoes,A,Spring,Online,Online,1,3,3,49.71,73.92,49.71000000,-24.21,0.000000000000,1,0,16.57000000,2022-12-26,0
15918,Tops,A,Winter,Central Portugal,Coimbra Boutique,1,1,1,77.95,12.50,70.16000000,57.66,0.000000000000,1,10,70.16000000,2023-10-28,0
15918,Tops,A,Winter,Northern Portugal,Porto Center,1,3,3,233.85,37.50,233.85000000,196.35,0.000000000000,1,0,77.95000000,2023-10-03,0
15920,Bottoms,D,Winter,Northern Portugal,Porto Center,1,2,2,124.08,122.76,124.08000000,1.32,0.000000000000,1,0,62.04000000,2020-07-29,0
15921,Tops,B,Winter,Algarve,Faro Outlet,1,1,1,179.33,15.99,161.40000000,145.41,0.000000000000,1,10,161.40000000,2021-09-14,0
15921,Tops,B,Winter,Central Portugal,Coimbra Boutique,1,4,4,717.32,63.96,645.59000000,581.63,0.000000000000,1,10,161.40000000,2024-07-11,0
15922,Shoes,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,144.31,18.36,144.31000000,125.95,0.000000000000,1,0,144.31000000,2020-02-29,0
15923,Accessories,C,Summer,Northern Portugal,Porto Center,1,1,1,141.66,30.67,141.66000000,110.99,0.000000000000,1,0,141.66000000,2021-12-13,0
15925,Accessories,C,Summer,Central Portugal,Coimbra Boutique,1,3,3,217.44,49.35,217.44000000,168.09,0.000000000000,1,0,72.48000000,2022-07-14,0
15925,Accessories,C,Summer,Northern Portugal,Porto Center,1,3,2,217.44,32.90,144.96000000,112.06,33.330000000000,1,0,72.48000000,2021-11-08,0
15926,Tops,B,Winter,Northern Portugal,Porto Center,1,1,1,60.99,36.50,54.89000000,18.39,0.000000000000,1,10,54.89000000,2022-12-28,0
15929,Dresses,B,Winter,Algarve,Faro Outlet,1,2,2,134.70,69.18,134.70000000,65.52,0.000000000000,1,0,67.35000000,2021-05-01,0
15930,Shoes,D,Fall,Online,Online,1,3,3,340.92,229.20,340.92000000,111.72,0.000000000000,1,0,113.64000000,2024-01-17,0
15931,Dresses,D,Fall,Algarve,Faro Outlet,2,6,6,655.92,421.62,655.92000000,234.30,0.000000000000,2,0,109.32000000,2021-01-02,5
15931,Dresses,D,Fall,Central Portugal,Coimbra Boutique,1,4,3,437.28,210.81,327.96000000,117.15,25.000000000000,1,0,109.32000000,2020-05-13,0
15931,Dresses,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,218.64,140.54,218.64000000,78.10,0.000000000000,1,0,109.32000000,2023-09-05,0
15931,Dresses,D,Fall,Northern Portugal,Porto Center,2,2,2,218.64,140.54,218.64000000,78.10,0.000000000000,2,0,109.32000000,2024-07-13,21
15931,Dresses,D,Fall,Online,Online,1,3,3,327.96,210.81,327.96000000,117.15,0.000000000000,1,0,109.32000000,2024-09-05,0
15932,Dresses,A,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,112.08,164.04,100.87000000,-63.17,0.000000000000,1,10,25.22000000,2020-08-12,0
15938,Bottoms,D,Winter,Central Portugal,Coimbra Boutique,2,7,7,340.13,397.04,301.26000000,-95.78,0.000000000000,2,20,43.04000000,2023-01-07,27
15938,Bottoms,D,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,97.18,113.44,97.18000000,-16.26,0.000000000000,1,0,48.59000000,2021-05-21,0
15939,Tops,C,Fall,Algarve,Faro Outlet,1,1,1,103.16,23.45,103.16000000,79.71,0.000000000000,1,0,103.16000000,2020-09-27,0
15939,Tops,C,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,412.64,93.80,371.38000000,277.58,0.000000000000,1,10,92.84000000,2020-04-17,0
15939,Tops,C,Fall,Online,Online,1,3,3,309.48,70.35,278.53000000,208.18,0.000000000000,1,10,92.84000000,2022-11-03,0
15941,Accessories,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,790.96,145.32,790.96000000,645.64,0.000000000000,1,0,197.74000000,2023-04-10,0
15942,Bottoms,A,Spring,Algarve,Faro Outlet,1,3,3,491.49,72.63,442.34000000,369.71,0.000000000000,1,10,147.45000000,2020-04-03,0
15943,Dresses,C,Summer,Algarve,Faro Outlet,1,2,2,36.12,29.08,36.12000000,7.04,0.000000000000,1,0,18.06000000,2021-04-28,0
15943,Dresses,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,18.06,14.54,14.45000000,-0.09,0.000000000000,1,20,14.45000000,2024-04-06,0
15944,Accessories,D,Winter,Online,Online,1,3,3,562.65,60.00,562.65000000,502.65,0.000000000000,1,0,187.55000000,2023-10-28,0
15945,Bottoms,C,Spring,Algarve,Faro Outlet,1,2,2,133.82,139.88,133.82000000,-6.06,0.000000000000,1,0,66.91000000,2022-09-01,0
15945,Bottoms,C,Spring,Central Portugal,Coimbra Boutique,0,3,3,200.73,209.82,200.73000000,-9.09,0.000000000000,1,0,66.91000000,2024-04-23,0
15946,Shoes,C,Winter,Central Portugal,Coimbra Boutique,1,3,3,575.85,86.07,460.68000000,374.61,0.000000000000,1,20,153.56000000,2022-07-29,0
15946,Shoes,C,Winter,Online,Online,2,2,2,383.90,57.38,364.71000000,307.33,0.000000000000,2,10,182.35000000,2024-03-17,20
15947,Accessories,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,566.04,283.72,509.44000000,225.72,0.000000000000,1,10,127.36000000,2022-06-10,0
15947,Accessories,C,Summer,Online,Online,1,3,3,424.53,212.79,339.62000000,126.83,0.000000000000,1,20,113.21000000,2021-03-29,0
15948,Shoes,A,Winter,Central Portugal,Coimbra Boutique,0,3,3,504.48,125.67,NULL,NULL,0.000000000000,1,NULL,NULL,2022-08-16,0
15951,Bottoms,C,Fall,Algarve,Faro Outlet,1,1,1,36.70,53.86,36.70000000,-17.16,0.000000000000,1,0,36.70000000,2021-09-10,0
15951,Bottoms,C,Fall,Online,Online,1,1,1,36.70,53.86,29.36000000,-24.50,0.000000000000,1,20,29.36000000,2024-10-12,0
15952,Tops,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,551.73,26.07,441.38000000,415.31,0.000000000000,1,20,147.13000000,2021-03-22,0
15953,Accessories,C,Fall,Central Portugal,Coimbra Boutique,1,3,3,128.82,126.39,128.82000000,2.43,0.000000000000,1,0,42.94000000,2021-05-21,0
15954,Accessories,C,Winter,Central Portugal,Coimbra Boutique,1,3,3,437.19,203.37,393.47000000,190.10,0.000000000000,1,10,131.16000000,2023-04-08,0
15954,Accessories,C,Winter,Northern Portugal,Porto Center,1,1,1,145.73,67.79,145.73000000,77.94,0.000000000000,1,0,145.73000000,2021-03-04,0
15957,Bottoms,C,Spring,Algarve,Faro Outlet,1,3,3,373.08,53.94,373.08000000,319.14,0.000000000000,1,0,124.36000000,2020-02-12,0
15957,Bottoms,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,2,5,4,621.80,71.92,497.44000000,425.52,20.000000000000,2,20,124.36000000,2020-05-20,1
15958,Bottoms,B,Spring,Algarve,Faro Outlet,1,2,2,36.04,122.84,32.44000000,-90.40,0.000000000000,1,10,16.22000000,2020-10-05,0
15959,Tops,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,271.80,24.90,271.80000000,246.90,0.000000000000,1,0,135.90000000,2023-09-24,0
15960,Bottoms,B,Winter,Online,Online,1,2,1,353.40,22.09,176.70000000,154.61,50.000000000000,1,0,176.70000000,2024-04-13,0
15961,Bottoms,D,Winter,Algarve,Faro Outlet,1,2,2,268.08,32.20,268.08000000,235.88,0.000000000000,1,0,134.04000000,2022-01-22,0
15962,Dresses,D,Summer,Northern Portugal,Porto Center,1,1,1,153.17,47.37,153.17000000,105.80,0.000000000000,1,0,153.17000000,2022-12-08,0
15963,Dresses,D,Summer,Algarve,Faro Outlet,1,3,3,123.75,157.05,99.00000000,-58.05,0.000000000000,1,20,33.00000000,2023-02-28,0
15967,Tops,C,Spring,Central Portugal,Coimbra Boutique,1,4,4,547.64,133.56,492.88000000,359.32,0.000000000000,1,10,123.22000000,2022-06-08,0
15967,Tops,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,2,3,3,410.73,100.17,397.04000000,296.87,0.000000000000,2,10,132.35000000,2023-07-27,24
15968,Tops,C,Summer,Central Portugal,Coimbra Boutique,1,4,4,123.48,137.68,111.13000000,-26.55,0.000000000000,1,10,27.78000000,2020-02-16,0
15969,Accessories,A,Fall,Algarve,Faro Outlet,1,4,4,298.76,25.16,298.76000000,273.60,0.000000000000,1,0,74.69000000,2022-02-10,0
15971,Accessories,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,167.26,95.12,117.08000000,21.96,0.000000000000,1,30,58.54000000,2021-03-27,0
15974,Shoes,B,Fall,Algarve,Faro Outlet,1,2,2,307.60,27.60,NULL,NULL,0.000000000000,1,NULL,NULL,2024-03-08,0
15978,Accessories,A,Winter,Northern Portugal,Porto Center,1,4,4,783.80,197.32,627.04000000,429.72,0.000000000000,1,20,156.76000000,2022-03-26,0
15979,Bottoms,B,Spring,Northern Portugal,Porto Center,1,1,1,13.41,19.39,13.41000000,-5.98,0.000000000000,1,0,13.41000000,2020-03-17,0
15982,Accessories,B,Summer,Online,Online,1,1,1,135.05,24.06,121.55000000,97.49,0.000000000000,1,10,121.55000000,2022-09-12,0
15983,Dresses,C,Spring,Algarve,Faro Outlet,2,3,3,195.21,194.28,195.21000000,0.93,0.000000000000,2,0,65.07000000,2022-09-30,1
15984,Dresses,D,Spring,Algarve,Faro Outlet,0,3,2,62.16,52.38,37.30000000,-15.08,33.330000000000,1,10,18.65000000,2024-12-10,0
15984,Dresses,D,Spring,Online,Online,1,3,2,62.16,52.38,37.30000000,-15.08,33.330000000000,1,10,18.65000000,2021-10-04,0
15987,NULL,B,Fall,Northern Portugal,Porto Center,1,1,1,52.65,38.31,52.65000000,14.34,0.000000000000,1,0,52.65000000,2023-04-21,0
15988,Shoes,C,Winter,Online,Online,1,4,3,662.76,50.37,347.95000000,297.58,25.000000000000,1,30,115.98000000,2024-03-01,0
15989,Bottoms,C,Fall,Central Portugal,Coimbra Boutique,1,1,1,37.43,22.83,37.43000000,14.60,0.000000000000,1,0,37.43000000,2021-04-15,0
15989,Bottoms,C,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,112.29,68.49,112.29000000,43.80,0.000000000000,1,0,37.43000000,2021-02-21,0
15990,Shoes,A,Spring,Central Portugal,Coimbra Boutique,1,3,3,481.26,48.42,481.26000000,432.84,0.000000000000,1,0,160.42000000,2023-10-10,0
15991,Accessories,D,Fall,Algarve,Faro Outlet,1,3,3,290.91,214.89,290.91000000,76.02,0.000000000000,1,0,96.97000000,2023-03-19,0
15991,Accessories,D,Fall,Online,Online,1,3,3,290.91,214.89,232.73000000,17.84,0.000000000000,1,20,77.58000000,2021-05-30,0
15993,Accessories,D,Spring,Online,Online,1,3,3,399.12,109.86,399.12000000,289.26,0.000000000000,1,0,133.04000000,2021-06-18,0
15994,Accessories,C,Summer,Northern Portugal,Porto Center,1,4,4,688.00,292.52,688.00000000,395.48,0.000000000000,1,0,172.00000000,2022-03-08,0
15995,Dresses,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,218.64,125.76,196.78000000,71.02,0.000000000000,1,10,98.39000000,2020-08-28,0
15996,Accessories,D,Summer,Algarve,Faro Outlet,1,2,2,252.18,57.70,226.96000000,169.26,0.000000000000,1,10,113.48000000,2024-12-28,0
15996,Accessories,D,Summer,Northern Portugal,Porto Center,1,1,1,126.09,28.85,126.09000000,97.24,0.000000000000,1,0,126.09000000,2023-01-10,0
15996,Accessories,D,Summer,Online,Online,1,1,1,126.09,28.85,126.09000000,97.24,0.000000000000,1,0,126.09000000,2024-12-09,0
15997,Tops,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,349.86,53.96,349.86000000,295.90,0.000000000000,1,0,174.93000000,2020-06-06,0
15998,Dresses,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,2,3,3,521.28,23.52,451.78000000,428.26,0.000000000000,2,20,150.59000000,2024-12-22,22
15999,Accessories,D,Spring,Central Portugal,Coimbra Boutique,1,3,3,457.68,173.07,411.91000000,238.84,0.000000000000,1,10,137.30000000,2020-11-08,0
15999,Accessories,D,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,152.56,57.69,152.56000000,94.87,0.000000000000,1,0,152.56000000,2023-09-17,0
15999,Accessories,D,Spring,Northern Portugal,Porto Center,1,4,4,610.24,230.76,NULL,NULL,0.000000000000,1,NULL,NULL,2024-10-06,0
16003,Tops,C,Winter,Central Portugal,Coimbra Boutique,1,4,4,751.76,233.56,601.41000000,367.85,0.000000000000,1,20,150.35000000,2022-06-17,0
16004,Shoes,D,Winter,Algarve,Faro Outlet,1,3,3,243.12,142.05,243.12000000,101.07,0.000000000000,1,0,81.04000000,2021-09-17,0
16006,Dresses,B,Summer,Northern Portugal,Porto Center,1,1,1,86.67,35.61,86.67000000,51.06,0.000000000000,1,0,86.67000000,2022-07-03,0
16007,Dresses,A,Summer,Algarve,Faro Outlet,2,5,5,905.75,391.20,833.29000000,442.09,0.000000000000,2,20,166.66000000,2024-06-09,49
16011,Tops,C,Fall,Northern Portugal,Porto Center,1,1,1,158.56,40.03,158.56000000,118.53,0.000000000000,1,0,158.56000000,2020-08-28,0
16012,Accessories,D,Spring,Northern Portugal,Porto Center,1,3,3,522.09,16.89,NULL,NULL,0.000000000000,1,NULL,NULL,2023-06-27,0
16012,Accessories,D,Spring,Online,Online,1,1,1,174.03,5.63,174.03000000,168.40,0.000000000000,1,0,174.03000000,2022-09-27,0
16013,Tops,C,Fall,Central Portugal,Coimbra Boutique,1,3,3,190.02,65.91,190.02000000,124.11,0.000000000000,1,0,63.34000000,2024-05-12,0
16014,Tops,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,325.10,46.06,325.10000000,279.04,0.000000000000,1,0,162.55000000,2023-06-22,0
16015,Accessories,D,Spring,Northern Portugal,Porto Center,2,5,4,832.40,46.48,332.96000000,286.48,20.000000000000,2,0,83.24000000,2023-10-16,39
16016,Accessories,D,Winter,Algarve,Faro Outlet,1,1,1,184.46,48.46,184.46000000,136.00,0.000000000000,1,0,184.46000000,2024-07-15,0
16016,Accessories,D,Winter,Northern Portugal,Porto Center,1,1,0,184.46,0.00,0.00000000,0.00,100.000000000000,1,0,NULL,2022-08-13,0
16017,Shoes,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,188.40,229.26,150.72000000,-78.54,0.000000000000,1,20,50.24000000,2023-06-05,0
16017,Shoes,C,Spring,Online,Online,1,1,1,62.80,76.42,62.80000000,-13.62,0.000000000000,1,0,62.80000000,2021-03-27,0
16018,Bottoms,B,Fall,Central Portugal,Coimbra Boutique,1,4,4,229.48,218.56,206.53000000,-12.03,0.000000000000,1,10,51.63000000,2023-04-22,0
16018,Bottoms,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,2,172.11,109.28,114.74000000,5.46,33.330000000000,1,0,57.37000000,2023-10-31,0
16019,Dresses,A,Fall,Central Portugal,Coimbra Boutique,1,1,1,141.90,70.44,113.52000000,43.08,0.000000000000,1,20,113.52000000,2021-02-23,0
16020,Accessories,D,Fall,Algarve,Faro Outlet,1,1,1,96.23,40.66,96.23000000,55.57,0.000000000000,1,0,96.23000000,2021-03-19,0
16020,Accessories,D,Fall,Online,Online,1,2,2,192.46,81.32,192.46000000,111.14,0.000000000000,1,0,96.23000000,2020-05-13,0
16022,Tops,B,Winter,Algarve,Faro Outlet,1,4,3,663.40,229.14,398.04000000,168.90,25.000000000000,1,20,132.68000000,2021-02-06,0
16022,Tops,B,Winter,Central Portugal,Coimbra Boutique,1,2,2,331.70,152.76,331.70000000,178.94,0.000000000000,1,0,165.85000000,2020-09-07,0
16022,Tops,B,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,663.40,305.52,663.40000000,357.88,0.000000000000,1,0,165.85000000,2021-05-31,0
16027,Tops,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,340.83,105.48,340.83000000,235.35,0.000000000000,1,0,113.61000000,2022-11-13,0
16027,Tops,A,Winter,Northern Portugal,Porto Center,1,1,1,113.61,35.16,79.53000000,44.37,0.000000000000,1,30,79.53000000,2020-05-24,0
16027,Tops,A,Winter,Online,Online,1,2,2,227.22,70.32,227.22000000,156.90,0.000000000000,1,0,113.61000000,2021-10-04,0
16028,Shoes,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,147.06,12.26,147.06000000,134.80,0.000000000000,1,0,73.53000000,2023-12-11,0
16030,Bottoms,A,Fall,Northern Portugal,Porto Center,1,1,1,77.90,32.02,77.90000000,45.88,0.000000000000,1,0,77.90000000,2022-02-12,0
16031,Bottoms,C,Winter,Online,Online,1,1,1,182.34,69.41,182.34000000,112.93,0.000000000000,1,0,182.34000000,2024-08-27,0
16034,Shoes,D,Summer,Central Portugal,Coimbra Boutique,0,2,2,134.64,158.48,121.18000000,-37.30,0.000000000000,1,10,60.59000000,2023-06-09,0
16036,Bottoms,C,Winter,Algarve,Faro Outlet,2,6,6,1151.94,371.76,1075.14000000,703.38,0.000000000000,2,20,179.19000000,2024-02-06,9
16036,Bottoms,C,Winter,Central Portugal,Coimbra Boutique,1,1,0,191.99,0.00,0.00000000,0.00,100.000000000000,1,20,NULL,2024-06-11,0
16036,Bottoms,C,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,767.96,247.84,767.96000000,520.12,0.000000000000,1,0,191.99000000,2024-10-16,0
16036,Bottoms,C,Winter,Online,Online,1,4,4,767.96,247.84,767.96000000,520.12,0.000000000000,1,0,191.99000000,2021-03-01,0
16037,Bottoms,B,Spring,Northern Portugal,Porto Center,1,1,1,21.81,60.30,21.81000000,-38.49,0.000000000000,1,0,21.81000000,2022-01-09,0
