product_id,category,color,size,season,supplier,cost_price,list_price
5975,Tops,Red,M,Fall,D,77.41,32.31
5976,Tops,Red,L,Winter,A,45.65,97.70
5977,Bottoms,Blue,S,Summer,D,53.01,87.78
5978,Tops,Green,S,Fall,A,26.70,129.46
5979,Dresses,White,M,Fall,D,25.17,114.01
5980,Dresses,Black,S,Spring,D,25.20,121.53
5981,Dresses,Green,XS,Fall,D,50.63,161.26
5982,Tops,Green,XL,Spring,A,52.48,131.51
5983,Dresses,Yellow,L,Winter,B,63.34,137.27
5984,Bottoms,White,M,Spring,A,64.85,114.26
5985,Tops,Black,XS,Fall,A,77.93,11.39
5986,Accessories,White,S,Spring,A,25.99,78.80
5987,Tops,White,S,Winter,D,78.47,28.71
5988,Bottoms,Red,XS,Winter,C,74.58,92.59
5989,Accessories,Black,S,Spring,A,41.58,93.12
5990,Tops,Green,XL,Spring,B,21.03,79.86
5991,Dresses,White,S,Fall,A,57.04,134.33
5992,Shoes,Blue,L,Summer,A,43.65,198.31
5993,Shoes,Black,XL,Summer,A,74.22,24.98
5994,Dresses,Blue,M,Winter,A,8.13,170.35
5995,Shoes,Green,XL,Winter,C,39.79,160.79
5996,Shoes,Black,M,Spring,D,64.89,94.65
5997,Dresses,Red,M,Spring,C,26.31,184.29
5998,Dresses,Black,XL,Fall,D,23.74,41.55
5999,Tops,Green,L,Winter,D,52.72,159.62
6000,Tops,Red,S,Fall,B,77.66,140.65
6001,Dresses,Green,XL,Summer,D,9.03,21.29
6002,Bottoms,Yellow,M,Spring,C,60.33,83.61
6003,Shoes,Black,XL,Summer,A,40.83,128.21
6004,Tops,Green,M,Winter,A,8.33,90.43
6005,Shoes,Black,M,Fall,B,23.73,186.60
6006,Accessories,Red,XS,Winter,B,37.71,77.88
6007,Dresses,Black,L,Spring,B,22.84,11.15
6008,Bottoms,Green,L,Fall,C,57.13,145.92
6009,Accessories,Green,M,Spring,C,21.90,158.05
6010,Accessories,Yellow,M,Winter,A,62.97,64.61
6011,Accessories,Yellow,S,Winter,D,5.56,52.03
6012,Dresses,Green,M,Winter,B,35.87,107.80
6013,Tops,Blue,M,Spring,B,42.08,86.82
6014,Dresses,NULL,L,Summer,D,74.91,172.20
6015,Tops,Blue,M,Winter,D,5.06,82.73
6016,Accessories,White,S,Summer,D,16.71,198.59
6017,Accessories,Yellow,XS,Spring,A,55.32,94.85
6018,Bottoms,Black,XS,Winter,A,48.67,191.60
6019,Tops,Blue,S,Winter,A,37.58,10.01
6020,Accessories,Green,M,Winter,C,64.54,157.78
6021,Shoes,Green,S,Summer,C,25.07,32.87
6022,Bottoms,Blue,XS,Spring,D,14.95,173.95
6023,Dresses,Yellow,L,Summer,B,50.23,155.34
6024,Bottoms,Blue,M,Winter,A,45.25,20.17
6025,Shoes,Green,M,Winter,D,42.43,199.55
6026,Tops,Blue,XL,Spring,A,47.28,113.52
6027,Dresses,Yellow,M,Summer,C,38.38,190.88
6028,Dresses,White,XL,Summer,B,13.88,37.02
6029,Tops,White,XL,Summer,D,46.78,123.65
6030,Bottoms,Yellow,L,Winter,B,5.93,144.30
6031,Accessories,White,XL,Summer,A,75.53,173.69
6032,Bottoms,Red,XL,Fall,D,69.19,22.04
6033,Shoes,White,XL,Winter,C,24.31,127.99
6034,Accessories,Green,XL,Summer,B,31.14,91.84
6035,Bottoms,Yellow,XL,Winter,A,54.92,179.93
6036,Tops,Red,S,Fall,A,59.81,175.72
6037,Shoes,Green,XL,Summer,A,58.82,150.40
6038,Shoes,Green,S,Fall,C,8.66,116.25
6039,Shoes,Yellow,S,Fall,A,45.57,53.97
6040,Accessories,Yellow,S,Winter,C,10.13,42.76
6041,Dresses,Blue,M,Fall,C,35.92,180.90
6042,Accessories,Yellow,S,Summer,A,70.69,179.40
6043,Bottoms,Black,M,Fall,A,61.50,76.92
6044,Dresses,White,S,Summer,A,70.20,62.70
6045,Bottoms,Yellow,S,Spring,C,44.10,29.84
6046,Dresses,Black,S,Fall,C,63.52,60.63
6047,Accessories,Black,L,Spring,A,37.57,65.93
6048,Shoes,Blue,M,Fall,D,8.03,129.25
6049,Tops,Black,M,Winter,D,13.66,137.13
6050,Shoes,White,L,Spring,A,47.85,114.89
6051,Accessories,Red,XL,Fall,C,30.51,60.43
6052,Dresses,Green,S,Spring,D,11.88,185.30
6053,Shoes,White,XS,Summer,A,59.09,40.76
6054,Accessories,Blue,M,Summer,A,13.28,22.87
6055,Bottoms,Red,M,Summer,C,6.17,199.03
6056,Tops,Blue,XS,Fall,B,17.26,13.80
6057,Shoes,White,XS,Fall,B,28.66,137.24
6058,Dresses,Green,XS,Fall,D,75.48,69.73
6059,Bottoms,Black,L,Summer,A,66.85,197.03
6060,Accessories,NULL,S,Spring,C,58.34,76.05
6061,Tops,Yellow,S,Fall,C,53.39,168.16
6062,Dresses,Black,XS,Winter,C,58.46,70.64
6063,Accessories,Blue,XL,Winter,A,61.99,90.83
6064,Accessories,Red,S,Summer,A,79.49,137.18
6065,Shoes,Yellow,XL,Fall,A,46.38,169.42
6066,Shoes,Green,S,Fall,A,22.98,157.00
6067,Dresses,Blue,XL,Winter,D,7.38,95.19
6068,Accessories,Green,L,Summer,D,25.52,29.40
6069,Shoes,Yellow,S,Spring,C,44.78,54.39
6070,Tops,Blue,S,Spring,C,28.77,24.59
6071,Tops,Red,M,Fall,A,12.53,167.40
6072,Accessories,White,S,Summer,C,65.36,161.10
6073,Shoes,Black,M,Summer,B,47.68,126.42
6074,Dresses,Green,XS,Spring,C,37.07,161.66
6075,Dresses,Green,M,Winter,D,33.49,143.22
6076,Dresses,Red,XS,Fall,D,50.55,12.65
6077,Tops,Green,S,Spring,A,47.84,60.77
6078,Shoes,White,M,Summer,C,69.94,38.87
6079,Shoes,White,XS,Summer,B,32.92,142.69
6080,Tops,Red,M,Summer,B,73.81,151.20
6081,Dresses,Blue,XS,Spring,A,51.18,106.76
6082,Dresses,Blue,M,Winter,D,47.67,33.72
6083,Accessories,Green,XS,Fall,C,42.89,190.31
6084,Bottoms,Green,XL,Spring,B,57.63,137.62
6085,Shoes,Red,S,Winter,D,53.85,138.80
6086,Shoes,White,S,Winter,A,57.93,81.57
6087,Shoes,Red,M,Fall,C,12.46,104.36
6088,Bottoms,Blue,XS,Winter,D,63.12,168.21
6089,Accessories,White,XL,Spring,B,34.18,71.03
6090,Bottoms,Green,S,Winter,B,20.35,10.51
6091,Dresses,Blue,M,Spring,C,6.54,48.71
6092,Dresses,Black,S,Summer,A,59.31,115.92
6093,Shoes,Blue,XL,Spring,C,66.84,51.27
6094,Tops,White,S,Winter,A,32.29,145.85
6095,Shoes,White,L,Summer,D,18.71,38.22
6096,Tops,Red,XL,Fall,A,35.12,122.81
6097,Bottoms,White,XS,Winter,C,20.07,34.17
6098,Dresses,Black,XL,Fall,D,58.99,147.33
6099,Tops,Black,M,Summer,D,79.00,32.75
6100,Bottoms,White,XS,Spring,D,8.41,199.29
6101,Dresses,Green,S,Winter,A,35.81,117.39
6102,Tops,White,XL,Winter,A,51.92,77.35
6103,Shoes,Green,XS,Spring,D,20.40,57.21
6104,Shoes,White,S,Winter,C,61.74,156.97
6105,Shoes,Blue,XL,Fall,B,65.70,78.84
6106,Bottoms,White,XS,Summer,B,19.03,25.67
6107,Shoes,Blue,M,Winter,D,40.18,136.15
6108,Accessories,Green,S,Fall,B,76.97,98.11
6109,Dresses,White,S,Fall,A,5.90,188.86
6110,Bottoms,Green,M,Winter,C,70.14,134.40
6111,Shoes,Black,M,Winter,B,35.47,43.60
6112,Dresses,Yellow,M,Summer,D,13.20,108.97
6113,Tops,Red,XS,Spring,D,70.17,129.24
6114,Shoes,Green,M,Summer,A,69.81,60.45
6115,Dresses,Blue,L,Summer,D,53.13,140.66
6116,Accessories,Red,XS,Spring,D,13.42,158.52
6117,Tops,Yellow,M,Spring,D,73.67,12.97
6118,Accessories,White,M,Fall,A,69.74,52.63
6119,Dresses,Blue,L,Fall,C,70.74,95.00
6120,Accessories,Red,XL,Spring,A,37.95,128.30
6121,Dresses,Red,M,Spring,A,74.14,53.46
6122,Dresses,Green,S,Fall,A,17.30,175.07
6123,Accessories,White,M,Spring,A,69.46,49.65
6124,Dresses,White,XS,Summer,B,31.18,170.23
6125,Shoes,White,XS,Winter,B,69.63,96.08
6126,Dresses,Green,M,Winter,C,40.75,27.58
6127,Bottoms,Green,XS,Spring,A,29.18,140.95
6128,Dresses,White,S,Spring,C,60.39,138.23
6129,Bottoms,Red,M,Winter,A,41.10,93.14
6130,Dresses,Yellow,S,Winter,C,42.59,29.56
6131,Dresses,White,L,Summer,C,48.25,29.32
6132,Accessories,Green,XL,Spring,C,68.49,189.02
6133,Shoes,White,L,Spring,A,76.28,62.71
6134,Shoes,Green,M,Winter,A,35.78,168.27
6135,Tops,White,XL,Fall,C,50.18,159.07
6136,Accessories,Yellow,M,Spring,C,38.63,68.93
6137,Accessories,Red,XL,Fall,D,41.37,164.44
6138,Shoes,Red,M,Summer,C,61.83,34.57
6139,Accessories,Green,XL,Fall,A,60.72,46.65
6140,Shoes,Green,S,Winter,B,55.76,170.41
6141,Accessories,Blue,XS,Winter,C,23.10,10.93
6142,Dresses,Black,M,Summer,B,62.55,53.90
6143,Shoes,Blue,L,Summer,A,70.26,117.96
6144,Shoes,Green,L,Spring,B,76.00,166.12
6145,Bottoms,Yellow,M,Fall,B,35.16,122.95
6146,Accessories,Green,S,Fall,B,39.64,134.01
6147,Accessories,White,M,Summer,C,68.14,67.72
6148,Shoes,Blue,XL,Summer,D,27.65,184.04
6149,Dresses,Black,XS,Summer,A,67.46,49.33
6150,Dresses,Blue,S,Spring,B,69.26,112.53
6151,Dresses,Red,XS,Summer,A,35.18,152.53
6152,Accessories,Red,L,Winter,A,79.96,146.45
6153,Bottoms,Blue,XS,Summer,C,33.52,25.97
6154,Shoes,Yellow,XS,Fall,C,32.31,70.40
6155,Tops,Blue,M,Spring,C,39.76,55.86
6156,Bottoms,Yellow,L,Winter,B,18.55,21.38
6157,Tops,Green,XS,Fall,D,75.98,142.62
6158,Bottoms,Yellow,XL,Fall,A,45.25,133.59
6159,Dresses,White,XS,Spring,C,57.39,46.62
6160,Accessories,Red,M,Spring,D,35.08,149.54
6161,Tops,Black,S,Winter,A,8.17,28.00
6162,Bottoms,White,S,Summer,B,70.39,199.30
6163,Accessories,Yellow,S,Fall,D,65.82,112.99
6164,Tops,Blue,XL,Spring,D,58.97,54.91
6165,Shoes,Red,XS,Summer,A,76.07,85.04
6166,Bottoms,Blue,L,Fall,C,24.17,135.67
6167,Shoes,Red,XS,Fall,A,17.69,19.73
6168,Dresses,Black,S,Fall,D,19.32,196.41
6169,Shoes,White,S,Summer,C,22.59,95.87
6170,Shoes,Black,L,Summer,A,53.39,43.98
6171,Bottoms,Black,XS,Winter,D,39.43,153.66
6172,Dresses,White,S,Fall,C,74.63,39.72
6173,Shoes,Yellow,L,Winter,B,69.80,179.51
6174,Accessories,White,M,Fall,B,46.64,17.76
6175,Tops,Yellow,S,Winter,B,43.74,197.68
6176,Shoes,Black,M,Spring,B,67.58,92.16
6177,Dresses,Blue,XS,Spring,B,42.56,21.14
6178,Shoes,White,XL,Summer,A,48.51,184.51
6179,Tops,Black,XS,Fall,A,37.97,92.95
6180,Dresses,Black,XL,Spring,B,21.69,68.26
6181,Bottoms,Black,L,Fall,B,23.16,157.33
6182,Dresses,Blue,XL,Spring,D,74.30,117.05
6183,Bottoms,Green,L,Fall,D,13.73,134.38
6184,Dresses,Green,S,Fall,B,42.73,45.87
6185,Tops,White,XS,Winter,A,58.34,187.70
6186,Tops,Green,L,Spring,D,44.74,166.29
6187,Dresses,Red,XS,Summer,A,41.41,138.67
6188,Shoes,Yellow,XS,Fall,B,32.26,149.89
6189,Tops,White,L,Fall,B,14.36,186.23
6190,Bottoms,White,L,Spring,C,72.98,90.81
6191,Bottoms,Black,XL,Summer,B,60.20,136.24
6192,Accessories,Yellow,S,Spring,D,78.44,171.56
6193,Bottoms,Red,S,Summer,D,7.77,185.20
6194,Accessories,Green,M,Summer,A,57.81,190.98
6195,Dresses,White,XL,Fall,A,79.05,134.72
6196,Dresses,Yellow,XL,Spring,B,31.78,118.58
6197,Dresses,Red,XS,Spring,B,43.74,177.29
6198,Shoes,Blue,XS,Winter,D,51.53,70.82
6199,Shoes,Blue,L,Summer,A,22.85,185.80
6200,Accessories,Black,M,Summer,D,30.35,28.94
6201,Bottoms,Red,XS,Winter,D,30.98,64.19
6202,Bottoms,NULL,XL,Spring,C,15.48,183.97
6203,Dresses,Blue,M,Fall,C,16.12,179.62
6204,Tops,Yellow,XL,Summer,D,54.96,43.59
6205,Shoes,Blue,XL,Fall,A,42.02,149.20
6206,Shoes,Yellow,XL,Summer,C,74.80,97.82
6207,Dresses,Green,S,Summer,A,44.36,123.50
6208,Shoes,Green,XL,Fall,D,48.35,188.75
6209,Dresses,Red,S,Summer,C,52.19,157.12
6210,Accessories,Green,XS,Fall,D,59.49,84.56
6211,Bottoms,Red,XL,Fall,B,15.72,44.99
6212,Tops,White,L,Fall,A,42.28,191.28
6213,Bottoms,White,L,Spring,D,47.39,108.38
6214,Bottoms,White,S,Winter,B,37.40,65.77
6215,Accessories,Green,S,Spring,D,6.33,82.26
6216,Shoes,Green,M,Summer,C,77.77,23.18
6217,Tops,Black,XL,Winter,C,31.40,120.78
6218,Shoes,Blue,XL,Fall,A,33.12,74.76
6219,Bottoms,Yellow,XL,Fall,A,74.37,92.48
6220,Dresses,White,XL,Fall,B,41.56,170.01
6221,Bottoms,Green,M,Spring,A,62.08,194.20
6222,Shoes,Blue,XS,Fall,C,8.40,19.12
6223,Bottoms,White,S,Spring,C,54.68,180.09
6224,Dresses,White,S,Spring,A,44.15,15.80
6225,Accessories,Yellow,L,Fall,B,37.89,86.73
6226,Shoes,Blue,XL,Winter,D,72.41,100.56
6227,Bottoms,Blue,S,Spring,B,73.90,155.70
6228,Shoes,Green,L,Spring,B,5.76,187.77
6229,Accessories,Blue,M,Summer,D,69.26,193.38
6230,Bottoms,Blue,L,Spring,A,37.44,32.59
6231,Bottoms,Green,XL,Summer,B,13.80,182.56
6232,Shoes,White,L,Fall,B,42.66,75.55
6233,Shoes,Yellow,XL,Summer,C,21.07,174.12
6234,Dresses,Blue,M,Summer,D,15.53,141.33
6235,Accessories,Yellow,M,Spring,D,61.88,81.16
6236,Dresses,Black,M,Spring,B,73.37,158.93
6237,Bottoms,Red,L,Summer,A,26.90,45.20
6238,Shoes,Yellow,XL,Summer,D,62.72,95.71
6239,Bottoms,Blue,S,Summer,D,15.26,75.65
6240,Bottoms,Yellow,XL,Winter,C,73.63,184.14
6241,Tops,Blue,L,Spring,D,29.62,140.04
6242,Tops,Red,M,Fall,A,28.30,195.72
6243,Bottoms,Black,XS,Spring,C,23.56,114.00
6244,Shoes,Yellow,S,Summer,A,42.07,155.90
6245,Bottoms,White,XL,Spring,C,48.16,94.17
6246,Tops,Black,XL,Winter,D,31.23,134.25
6247,Shoes,Red,XS,Fall,A,33.56,153.53
6248,Bottoms,Yellow,M,Fall,D,72.66,166.85
6249,Accessories,Blue,XS,Summer,A,68.68,73.59
6250,Accessories,White,M,Summer,B,27.93,197.59
6251,Bottoms,Black,XL,Spring,D,7.50,21.10
6252,Shoes,Black,M,Spring,A,35.83,31.79
6253,Bottoms,White,S,Spring,C,76.82,42.51
6254,Bottoms,Black,L,Spring,A,37.15,103.20
6255,Tops,Red,L,Spring,C,78.49,39.51
6256,Accessories,White,M,Winter,B,60.16,68.55
6257,Tops,Red,XL,Winter,D,29.45,115.91
6258,Tops,White,XL,Spring,A,63.13,71.33
6259,Bottoms,Red,M,Spring,C,10.14,165.61
6260,Tops,Blue,XS,Summer,D,64.56,53.94
6261,Accessories,Blue,XS,Winter,A,42.50,172.44
6262,Tops,Black,XS,Fall,D,44.25,104.24
6263,Accessories,White,XL,Summer,A,45.11,125.95
6264,Tops,Yellow,M,Winter,B,41.74,19.61
6265,Accessories,White,M,Summer,C,60.81,71.80
6266,Tops,Red,XL,Summer,A,58.10,46.54
6267,Tops,Yellow,M,Winter,C,34.47,133.89
6268,Shoes,Black,S,Winter,D,44.06,158.19
6269,Accessories,Black,XS,Winter,B,57.24,41.69
6270,Accessories,Yellow,M,Fall,A,18.55,126.36
6271,Accessories,White,XL,Fall,D,71.32,34.07
6272,Dresses,Blue,M,Winter,A,11.88,132.58
6273,Tops,White,XL,Winter,C,6.64,34.89
6274,Accessories,Yellow,M,Fall,B,19.21,167.93
6275,Dresses,White,L,Fall,A,13.32,138.75
6276,Shoes,Green,S,Winter,C,57.46,157.52
6277,Accessories,NULL,L,Spring,A,66.64,60.45
6278,Accessories,Red,M,Fall,B,16.33,161.07
6279,Dresses,Green,XL,Summer,C,62.13,169.15
6280,Tops,Black,M,Summer,A,39.63,20.17
6281,Shoes,Yellow,XL,Fall,D,13.59,86.44
6282,Accessories,Red,XS,Winter,B,64.12,174.17
6283,Tops,Black,XS,Fall,B,18.99,82.55
6284,Shoes,Blue,M,Fall,C,32.84,184.90
6285,Bottoms,Black,XS,Winter,C,44.08,28.95
6286,Bottoms,Red,M,Fall,D,29.49,121.73
6287,Shoes,Yellow,XS,Fall,C,45.96,64.17
6288,Dresses,Yellow,S,Fall,C,66.80,80.81
6289,Shoes,Black,L,Spring,B,71.44,116.32
6290,Shoes,Blue,XS,Spring,A,57.33,25.91
6291,Dresses,Green,S,Winter,C,50.55,81.41
6292,Dresses,Red,L,Fall,C,42.78,26.69
6293,Tops,Yellow,XL,Fall,C,62.41,56.98
6294,Tops,Blue,L,Winter,A,18.09,135.81
6295,Dresses,White,L,Summer,B,36.12,33.30
6296,Bottoms,NULL,S,Spring,B,55.09,110.68
6297,Bottoms,Green,M,Fall,C,33.49,150.04
6298,Shoes,Red,S,Summer,B,33.54,145.27
6299,Accessories,Blue,L,Summer,B,8.32,23.40
6300,Shoes,Yellow,L,Fall,D,47.33,101.13
6301,Shoes,Yellow,S,Summer,B,46.66,87.65
6302,Accessories,White,XS,Summer,C,73.90,31.65
6303,Dresses,Yellow,L,Spring,C,13.03,173.66
6304,Bottoms,Blue,L,Fall,A,45.45,171.36
6305,Shoes,Yellow,XL,Spring,D,35.34,173.07
6306,Accessories,Black,M,Winter,B,9.97,11.49
6307,Tops,Yellow,S,Spring,C,44.30,55.48
6308,Shoes,Red,L,Fall,B,46.97,71.20
6309,Bottoms,Black,XS,Summer,A,65.33,14.36
6310,Dresses,Yellow,XS,Summer,B,65.01,193.92
6311,Shoes,Yellow,XL,Summer,C,10.83,14.89
6312,Shoes,Yellow,XS,Spring,A,58.05,19.08
6313,Accessories,Black,S,Winter,D,27.36,76.08
6314,Tops,Yellow,XS,Summer,C,17.47,79.99
6315,Tops,NULL,XL,Spring,B,76.03,184.95
6316,Dresses,Yellow,XL,Spring,C,53.48,89.90
6317,Bottoms,Green,XS,Fall,B,28.73,83.17
6318,Dresses,Black,L,Summer,D,68.01,16.74
6319,Shoes,Yellow,XS,Fall,B,14.57,22.86
6320,Shoes,Blue,XL,Fall,A,24.38,79.86
6321,Tops,Red,L,Winter,D,71.45,191.80
6322,Bottoms,Yellow,XL,Fall,A,58.45,49.28
6323,Accessories,Red,L,Fall,B,29.80,165.69
6324,Bottoms,Blue,XS,Spring,A,63.74,68.80
6325,Shoes,Black,M,Summer,C,13.15,127.04
6326,Accessories,Red,S,Spring,A,48.24,144.37
6327,Bottoms,Yellow,L,Fall,B,29.54,22.20
6328,Bottoms,Green,XL,Spring,B,19.89,143.83
6329,Accessories,White,XL,Fall,C,67.42,132.16
6330,Shoes,Green,M,Winter,C,46.95,128.55
6331,Bottoms,Blue,XL,Summer,B,41.48,99.84
6332,Accessories,White,XL,Winter,D,51.34,81.28
6333,Shoes,Red,XL,Fall,D,62.50,92.47
6334,Accessories,Yellow,L,Spring,B,72.96,47.28
6335,Accessories,Red,L,Spring,B,15.70,143.35
6336,Bottoms,White,S,Winter,B,55.21,60.95
6337,Shoes,Red,M,Summer,C,70.15,137.32
6338,Bottoms,White,XS,Winter,B,53.17,175.28
6339,Dresses,Black,M,Summer,C,26.77,188.49
6340,Dresses,Blue,S,Summer,C,17.70,120.72
6341,Shoes,Yellow,L,Spring,C,30.39,190.17
6342,Accessories,Green,L,Spring,D,30.71,26.33
6343,Bottoms,White,M,Spring,A,67.43,174.08
6344,Bottoms,White,XS,Fall,A,62.77,59.55
6345,Shoes,NULL,L,Spring,B,79.04,25.81
6346,Shoes,Yellow,L,Spring,B,22.72,128.96
6347,Dresses,Yellow,M,Summer,D,59.06,102.23
6348,Tops,Green,M,Fall,D,41.17,62.41
6349,Shoes,Black,XS,Spring,D,71.69,158.20
6350,Tops,Black,XS,Summer,A,73.45,192.69
6351,Shoes,Blue,M,Fall,C,51.60,46.52
6352,Accessories,Red,XS,Fall,D,10.99,47.26
6353,Accessories,Yellow,S,Summer,D,9.95,32.73
6354,Dresses,Yellow,M,Summer,B,63.66,197.52
6355,Dresses,Green,XL,Fall,C,27.98,91.90
6356,Tops,Black,XS,Spring,A,58.71,73.86
6357,Shoes,Red,M,Summer,C,55.75,117.38
6358,Bottoms,Red,XL,Summer,B,22.75,159.47
6359,Dresses,Red,S,Summer,B,29.50,129.55
6360,Bottoms,Yellow,S,Summer,A,11.75,109.69
6361,Bottoms,Red,L,Winter,D,76.62,154.47
6362,Shoes,Blue,XL,Summer,B,10.85,181.45
6363,Tops,Blue,XL,Winter,B,61.38,129.06
6364,Shoes,Black,XL,Fall,A,59.01,93.92
6365,Dresses,Red,S,Winter,B,62.88,95.74
6366,Bottoms,Black,L,Fall,A,55.75,23.95
6367,Shoes,White,S,Winter,A,40.26,77.31
6368,Shoes,Yellow,M,Winter,C,29.83,74.30
6369,Shoes,Blue,XL,Spring,B,55.62,167.57
6370,Dresses,Blue,XL,Fall,B,23.32,172.81
6371,Tops,Yellow,L,Summer,A,76.76,94.19
6372,Shoes,Green,L,Winter,A,49.00,131.12
6373,Dresses,White,XL,Summer,D,40.59,34.84
6374,Bottoms,Blue,S,Spring,B,58.14,96.39
6375,Accessories,Red,L,Spring,A,28.81,170.92
6376,Dresses,Yellow,XL,Winter,B,65.07,31.22
6377,Accessories,Red,M,Fall,D,68.93,101.46
6378,Shoes,Yellow,L,Summer,C,43.22,35.17
6379,Shoes,Red,XS,Winter,B,51.39,94.90
6380,Dresses,Yellow,M,Summer,A,13.20,22.86
6381,Accessories,Black,XL,Fall,D,68.37,79.51
6382,Shoes,Blue,L,Summer,D,23.73,195.42
6383,Bottoms,Black,L,Spring,A,7.00,145.99
6384,Tops,Blue,S,Spring,D,9.92,178.58
6385,Tops,Green,XL,Winter,A,74.82,177.68
6386,Shoes,Black,XS,Spring,B,30.78,179.54
6387,Accessories,Blue,XL,Fall,B,28.30,66.66
6388,Shoes,Green,L,Summer,A,54.81,62.03
6389,Accessories,Blue,L,Summer,D,49.26,81.70
6390,Bottoms,White,XS,Summer,D,56.63,50.22
6391,Accessories,Yellow,M,Summer,A,37.02,87.49
6392,Shoes,Black,XL,Fall,D,64.00,107.44
6393,Bottoms,Red,XL,Fall,D,70.91,84.22
6394,Dresses,Green,XL,Fall,B,16.07,94.55
6395,Tops,NULL,S,Winter,A,13.84,181.37
6396,Shoes,Red,XS,Fall,C,76.70,21.19
6397,Shoes,Green,M,Winter,A,12.67,164.62
6398,Shoes,Red,XL,Winter,B,40.89,178.20
6399,Bottoms,Red,M,Spring,C,40.69,20.39
6400,Dresses,Blue,M,Spring,B,73.37,52.86
6401,Accessories,Black,M,Fall,B,32.90,144.45
6402,Dresses,White,L,Summer,B,40.02,179.99
6403,Bottoms,Green,XL,Spring,C,64.84,73.70
6404,Shoes,Blue,XL,Spring,C,30.96,77.19
6405,Tops,White,XL,Fall,D,9.70,182.46
6406,Shoes,White,XS,Spring,B,7.54,54.84
6407,Accessories,Green,S,Spring,D,59.79,45.55
6408,Tops,Green,S,Summer,C,64.89,137.49
6409,Shoes,Blue,S,Winter,A,5.98,44.65
6410,Tops,Green,S,Winter,A,69.42,62.74
6411,Dresses,White,L,Spring,C,42.00,87.15
6412,Bottoms,Green,XS,Summer,A,7.14,27.77
6413,Shoes,Yellow,XS,Spring,C,46.79,132.89
6414,Accessories,Yellow,L,Winter,A,13.13,165.61
6415,Dresses,Blue,XL,Summer,D,29.72,166.73
6416,Shoes,Blue,L,Spring,B,17.84,131.80
6417,Dresses,Blue,S,Winter,B,45.19,100.72
6418,Accessories,Green,XS,Fall,D,46.95,76.03
6419,Shoes,Black,L,Spring,A,72.94,11.22
6420,Accessories,Blue,S,Fall,D,15.20,178.67
6421,Tops,Black,S,Summer,C,42.51,14.14
6422,Accessories,Red,M,Spring,B,48.50,112.13
6423,Tops,Blue,XL,Summer,C,33.91,42.75
6424,Shoes,Black,XL,Fall,A,12.22,127.30
6425,Tops,Black,XL,Summer,D,68.54,27.80
6426,Shoes,White,XS,Winter,D,40.95,115.68
6427,Shoes,Black,XS,Spring,A,29.81,159.38
6428,Bottoms,White,XS,Winter,B,5.96,109.54
6429,Shoes,Yellow,XS,Summer,B,72.60,43.13
6430,Tops,Yellow,S,Winter,D,66.30,126.55
6431,Bottoms,Yellow,XL,Winter,C,16.56,118.69
6432,Bottoms,Black,XS,Summer,D,22.64,179.05
6433,Shoes,Black,XL,Winter,C,33.93,16.88
6434,Accessories,Red,S,Fall,B,45.91,149.31
6435,Accessories,Black,XS,Winter,B,40.24,92.36
6436,Bottoms,Green,M,Summer,D,62.59,96.00
6437,Shoes,Green,L,Summer,D,76.40,194.04
6438,Accessories,Yellow,XS,Winter,A,36.00,78.14
6439,Shoes,Green,XS,Fall,C,12.54,122.41
6440,Shoes,Red,M,Winter,A,72.04,59.81
6441,Bottoms,Black,S,Winter,B,68.28,80.59
6442,Bottoms,Red,L,Fall,A,71.03,117.16
6443,Dresses,Black,S,Spring,D,38.26,199.25
6444,Accessories,White,M,Winter,B,30.23,120.31
6445,Accessories,Red,XS,Summer,D,76.14,53.17
6446,Accessories,Yellow,L,Summer,B,57.82,193.28
6447,Tops,Green,S,Spring,D,32.39,60.64
6448,Shoes,Green,XS,Winter,C,13.68,120.53
6449,Bottoms,Green,XL,Fall,D,25.19,17.61
6450,Accessories,Black,M,Fall,C,10.64,95.84
6451,Dresses,Black,S,Summer,A,64.19,188.92
6452,Accessories,Red,XL,Summer,B,13.03,14.65
6453,Shoes,Yellow,S,Winter,C,8.09,65.07
6454,Shoes,Blue,S,Winter,B,14.45,132.93
6455,Bottoms,Black,XL,Winter,B,73.12,143.94
6456,Tops,Blue,M,Spring,D,14.10,107.02
6457,Bottoms,Blue,M,Winter,C,30.60,156.94
6458,Accessories,Black,XL,Fall,B,32.87,68.93
6459,Dresses,Red,M,Winter,C,8.49,73.07
6460,Bottoms,Yellow,L,Summer,C,48.68,114.60
6461,Tops,Blue,L,Winter,B,78.01,96.02
6462,Bottoms,Red,XS,Fall,D,46.41,70.94
6463,Shoes,Red,XL,Fall,C,12.43,23.16
6464,Accessories,Yellow,L,Winter,C,5.55,16.62
6465,Accessories,Black,S,Summer,A,34.91,148.20
6466,Accessories,Yellow,M,Fall,C,40.59,38.71
6467,Accessories,Blue,L,Fall,D,50.79,30.16
6468,Accessories,Red,L,Fall,C,57.40,112.54
6469,Accessories,Blue,XL,Fall,D,39.33,148.58
6470,Dresses,NULL,S,Spring,C,36.77,187.33
6471,Tops,NULL,L,Spring,B,23.80,128.68
6472,Accessories,Red,S,Winter,A,30.39,187.20
6473,Tops,Black,M,Spring,D,9.17,109.73
6474,Accessories,Black,M,Summer,A,14.68,124.34
6475,Bottoms,Blue,M,Summer,C,61.27,162.25
6476,Accessories,Blue,XS,Fall,A,14.25,136.28
